Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	Polistes_canadensis	Polistes_dominula	Liostenogaster_flavolineata
OG0006480	Caust.v2_010804	gene-LOC108632572	gene-LOC117229293	gene-LOC106788315	gene-LOC107064772	Lflavo2a009625
OG0006481	Caust.v2_006107	gene-LOC108624366	gene-LOC117227146	gene-LOC106787467	gene-LOC107073824	Lflavo2a002534
OG0006484	Caust.v2_015757	gene-LOC108632572	gene-LOC117218370	gene-LOC106788868	gene-LOC107070270	Lflavo2a007926
OG0006485	Caust.v2_012727	gene-LOC108632572	gene-LOC117223081	gene-LOC106785898	gene-LOC107074698	Lflavo2a006284
OG0006486	Caust.v2_005613	gene-LOC108629674	gene-LOC117226586	gene-LOC106785518	gene-LOC107069024	Lflavo2a012707
OG0006488	Caust.v2_017035	gene-LOC108628357	gene-LOC117217409	gene-LOC106784173	gene-LOC107064060	Lflavo2a010692
OG0006490	Caust.v2_010890	gene-LOC108624989	gene-LOC117226586	gene-LOC106792333	gene-LOC107073454	Lflavo2a001074
OG0006494	Caust.v2_009250	gene-LOC108630257	gene-LOC117226586	gene-LOC106789048	gene-LOC107064503	Lflavo2a004718
OG0006495	Caust.v2_003629	gene-LOC108632572	gene-LOC117222037	gene-LOC106787812	gene-LOC107064662	Lflavo2a009119
OG0006497	Caust.v2_019974	gene-LOC108627805	gene-LOC117226046	gene-LOC106783624	gene-LOC107069908	Lflavo2a003384
OG0006499	Caust.v2_016716	gene-LOC108622064	gene-LOC117220730	gene-LOC106784173	gene-LOC107070906	Lflavo2a008682
OG0006500	Caust.v2_009763	gene-LOC108632572	gene-LOC117226143	gene-LOC106790161	gene-LOC107064231	Lflavo2a005448
OG0006501	Caust.v2_020298	gene-LOC108628327	gene-LOC117227891	gene-LOC106787882	gene-LOC107073824	Lflavo2a008915
OG0006502	Caust.v2_015096	gene-LOC108632471	gene-LOC117226586	gene-LOC106786965	gene-LOC107068036	Lflavo2a013728
OG0006504	Caust.v2_004395	gene-LOC108632572	gene-LOC117226509	gene-LOC106793985	gene-LOC107069996	Lflavo2a007227
OG0006505	Caust.v2_004461	gene-LOC108632572	gene-LOC117227180	gene-LOC106784226	gene-LOC107064114	Lflavo2a012887
OG0006506	Caust.v2_007055	gene-LOC108632572	gene-LOC117227616	gene-LOC106791213	gene-LOC107065613	Lflavo2a011279
OG0006507	Caust.v2_005941	gene-LOC108632572	gene-LOC117223074	gene-LOC106785882	gene-LOC107074625	Lflavo2a000096
OG0006509	Caust.v2_002338	gene-LOC108623801	gene-LOC117226586	gene-LOC106789147	gene-LOC107065966	Lflavo2a013582
OG0006511	Caust.v2_002424	gene-LOC108630838	gene-LOC117226586	gene-LOC106792507	gene-LOC107074635	Lflavo2a004261
OG0006512	Caust.v2_002438	gene-LOC108632572	gene-LOC117223025	gene-LOC106784753	gene-LOC107066813	Lflavo2a008102
OG0006516	Caust.v2_007992	gene-LOC108622902	gene-LOC117219991	gene-LOC106788099	gene-LOC107073824	Lflavo2a009695
OG0006519	Caust.v2_008987	gene-LOC108632572	gene-LOC117220230	gene-LOC106785232	gene-LOC107065703	Lflavo2a001680
OG0006520	Caust.v2_005639	gene-LOC108632572	gene-LOC117224898	gene-LOC106792750	gene-LOC107070678	Lflavo2a001740
OG0006522	Caust.v2_005661	gene-LOC108626181	gene-LOC117226586	gene-LOC106791846	gene-LOC107070511	Lflavo2a002528
OG0006523	Caust.v2_005673	gene-LOC108632572	gene-LOC117222694	gene-LOC106786374	gene-LOC107065492	Lflavo2a008685
OG0006524	Caust.v2_005650	gene-LOC108626104	gene-LOC117220260	gene-LOC106793711	gene-LOC107066936	Lflavo2a012237
OG0006526	Caust.v2_008945	gene-LOC108632572	gene-LOC117222916	gene-LOC106785619	gene-LOC107065942	Lflavo2a010277
OG0006528	Caust.v2_002075	gene-LOC108632572	gene-LOC117218093	gene-LOC106788086	gene-LOC107064081	Lflavo2a003210
OG0006529	Caust.v2_002077	gene-LOC108625391	gene-LOC117218092	gene-LOC106788095	gene-LOC107073824	Lflavo2a003151
OG0006530	Caust.v2_002111	gene-LOC108629275	gene-LOC117218139	gene-LOC106788623	gene-LOC107073824	Lflavo2a001526
OG0006531	Caust.v2_002113	gene-LOC108632572	gene-LOC117218074	gene-LOC106789345	gene-LOC107071522	Lflavo2a002962
OG0006532	Caust.v2_002129	gene-LOC108629249	gene-LOC117221087	gene-LOC106784173	gene-LOC107066828	Lflavo2a014135
OG0006533	Caust.v2_002142	gene-LOC108632572	gene-LOC117223161	gene-LOC106791442	gene-LOC107065944	Lflavo2a001247
OG0006534	Caust.v2_002150	gene-LOC108629228	gene-LOC117226586	gene-LOC106787577	gene-LOC107065310	Lflavo2a011647
OG0006535	Caust.v2_010579	gene-LOC108631956	gene-LOC117217496	gene-LOC106784173	gene-LOC107068459	Lflavo2a010080
OG0006536	Caust.v2_010587	gene-LOC108628324	gene-LOC117226586	gene-LOC106790653	gene-LOC107071444	Lflavo2a010090
OG0006538	Caust.v2_011192	gene-LOC108626784	gene-LOC117221289	gene-LOC106784173	gene-LOC107068234	Lflavo2a010162
OG0006539	Caust.v2_015695	gene-LOC108632572	gene-LOC117218348	gene-LOC106786511	gene-LOC107067864	Lflavo2a008819
OG0006540	Caust.v2_004473	gene-LOC108632572	gene-LOC117224224	gene-LOC106785673	gene-LOC107066486	Lflavo2a004305
OG0006542	Caust.v2_006230	gene-LOC108633093	gene-LOC117226586	gene-LOC106791810	gene-LOC107074276	Lflavo2a014051
OG0006543	Caust.v2_006251	gene-LOC108627153	gene-LOC117222809	gene-LOC106789341	gene-LOC107073824	Lflavo2a000449
OG0006544	Caust.v2_006264	gene-LOC108623079	gene-LOC117226586	gene-LOC106791760	gene-LOC107072332	Lflavo2a011554
OG0006545	Caust.v2_006266	gene-LOC108623018	gene-LOC117226586	gene-LOC106792466	gene-LOC107072331	Lflavo2a011468
OG0006546	Caust.v2_007554	gene-LOC108622999	gene-LOC117220511	gene-LOC106784173	gene-LOC107067355	Lflavo2a011140
OG0006547	Caust.v2_017121	gene-LOC108625988	gene-LOC117226603	gene-LOC106785514	gene-LOC107069065	Lflavo2a000158
OG0006549	Caust.v2_011369	gene-LOC108630326	gene-LOC117226586	gene-LOC106791815	gene-LOC107073197	Lflavo2a004924
OG0006550	Caust.v2_012121	gene-LOC108622441	gene-LOC117226586	gene-LOC106793343	gene-LOC107068249	Lflavo2a014119
OG0006551	Caust.v2_008079	gene-LOC108630280	gene-LOC117229083	gene-LOC106784992	gene-LOC107073824	Lflavo2a011991
OG0006552	Caust.v2_005839	gene-LOC108632572	gene-LOC117223266	gene-LOC106788429	gene-LOC107072980	Lflavo2a009027
OG0006554	Caust.v2_014020	gene-LOC108632572	gene-LOC117227659	gene-LOC106788742	gene-LOC107068777	Lflavo2a007688
OG0006555	Caust.v2_002492	gene-LOC108632572	gene-LOC117225101	gene-LOC106788263	gene-LOC107068407	Lflavo2a004199
OG0006556	Caust.v2_002503	gene-LOC108632191	gene-LOC117224863	gene-LOC106786546	gene-LOC107073824	Lflavo2a006801
OG0006557	Caust.v2_002537	gene-LOC108626544	gene-LOC117218814	gene-LOC106788554	gene-LOC107073824	Lflavo2a001879
OG0006558	Caust.v2_002552	gene-LOC108632572	gene-LOC117227728	gene-LOC106790665	gene-LOC107065684	Lflavo2a011096
OG0006559	Caust.v2_002542	gene-LOC108632572	gene-LOC117218798	gene-LOC106788546	gene-LOC107071764	Lflavo2a001903
OG0006560	Caust.v2_002580	gene-LOC108632572	gene-LOC117222392	gene-LOC106787135	gene-LOC107073279	Lflavo2a011947
OG0006561	Caust.v2_006742	gene-LOC108626769	gene-LOC117219259	gene-LOC106790096	gene-LOC107064141	Lflavo2a012820
OG0006563	Caust.v2_006785	gene-LOC108632572	gene-LOC117219223	gene-LOC106785544	gene-LOC107069344	Lflavo2a012275
OG0006564	Caust.v2_014130	gene-LOC108632951	gene-LOC117226586	gene-LOC106789751	gene-LOC107073940	Lflavo2a011732
OG0006566	Caust.v2_013469	gene-LOC108625569	gene-LOC117226586	gene-LOC106791016	gene-LOC107073046	Lflavo2a009062
OG0006568	Caust.v2_003178	gene-LOC108632572	gene-LOC117219709	gene-LOC106793772	gene-LOC107070451	Lflavo2a014306
OG0006569	Caust.v2_003216	gene-LOC108628714	gene-LOC117218177	gene-LOC106784257	gene-LOC107066482	Lflavo2a008100
OG0006570	Caust.v2_003222	gene-LOC108628816	gene-LOC117218254	gene-LOC106784298	gene-LOC107073824	Lflavo2a014298
OG0006574	Caust.v2_003062	gene-LOC108627283	gene-LOC117226586	gene-LOC106784327	gene-LOC107069187	Lflavo2a006910
OG0006575	Caust.v2_003131	gene-LOC108622717	gene-LOC117225319	gene-LOC106792590	gene-LOC107074241	Lflavo2a012622
OG0006576	Caust.v2_003165	gene-LOC108632572	gene-LOC117225538	gene-LOC106792970	gene-LOC107074356	Lflavo2a012611
OG0006580	Caust.v2_016012	gene-LOC108632572	gene-LOC117228545	gene-LOC106789236	gene-LOC107067326	Lflavo2a004856
OG0006581	Caust.v2_015119	gene-LOC108627413	gene-LOC117219427	gene-LOC106783737	gene-LOC107073824	Lflavo2a000708
OG0006584	Caust.v2_012090	gene-LOC108632832	gene-LOC117222173	gene-LOC106784173	gene-LOC107072257	Lflavo2a003577
OG0006586	Caust.v2_017082	gene-LOC108632572	gene-LOC117222218	gene-LOC106790623	gene-LOC107065202	Lflavo2a004758
OG0006587	Caust.v2_017363	gene-LOC108630420	gene-LOC117226586	gene-LOC106789308	gene-LOC107064117	Lflavo2a004686
OG0006588	Caust.v2_010714	gene-LOC108632988	gene-LOC117219975	gene-LOC106791010	gene-LOC107072710	Lflavo2a007068
OG0006591	Caust.v2_009436	gene-LOC108632572	gene-LOC117220362	gene-LOC106790021	gene-LOC107074343	Lflavo2a002982
OG0006592	Caust.v2_014502	gene-LOC108630066	gene-LOC117226586	gene-LOC106786669	gene-LOC107070482	Lflavo2a004765
OG0006593	Caust.v2_008564	gene-LOC108629323	gene-LOC117229945	gene-LOC106785306	gene-LOC107073824	Lflavo2a006602
OG0006595	Caust.v2_004831	gene-LOC108623078	gene-LOC117229925	gene-LOC106784173	gene-LOC107074400	Lflavo2a012534
OG0006597	Caust.v2_003789	gene-LOC108631777	gene-LOC117227258	gene-LOC106784173	gene-LOC107064511	Lflavo2a007843
OG0006598	Caust.v2_015608	gene-LOC108629681	gene-LOC117223608	gene-LOC106790551	gene-LOC107069342	Lflavo2a007068
OG0006599	Caust.v2_015610	gene-LOC108632572	gene-LOC117223606	gene-LOC106784859	gene-LOC107072767	Lflavo2a001358
OG0006600	Caust.v2_021244	gene-LOC108626654	gene-LOC117223903	gene-LOC106786484	gene-LOC107073824	Lflavo2a013426
OG0006601	Caust.v2_009577	gene-LOC108626054	gene-LOC117226586	gene-LOC106792647	gene-LOC107074492	Lflavo2a013854
OG0006602	Caust.v2_021493	gene-LOC108632572	gene-LOC117222972	gene-LOC106784398	gene-LOC107072285	Lflavo2a010598
OG0006605	Caust.v2_009532	gene-LOC108622142	gene-LOC117222618	gene-LOC106788911	gene-LOC107066455	Lflavo2a004387
OG0006610	Caust.v2_009532	gene-LOC108622917	gene-LOC117229853	gene-LOC106787740	gene-LOC107067263	Lflavo2a003672
OG0006613	Caust.v2_009532	gene-LOC108623778	gene-LOC117220891	gene-LOC106789526	gene-LOC107064558	Lflavo2a005312
OG0006616	Caust.v2_009532	gene-LOC108623870	gene-LOC117225008	gene-LOC106787674	gene-LOC107072004	Lflavo2a011802
OG0006619	Caust.v2_009532	gene-LOC108624099	gene-LOC117229818	gene-LOC106789271	gene-LOC107072971	Lflavo2a012474
OG0006622	Caust.v2_009532	gene-LOC108624443	gene-LOC117229467	gene-LOC106792713	gene-LOC107072068	Lflavo2a004143
OG0006623	Caust.v2_009532	gene-LOC108624614	gene-LOC117226945	gene-LOC106787072	gene-LOC107064959	Lflavo2a011391
OG0006624	Caust.v2_009532	gene-LOC108624906	gene-LOC117229975	gene-LOC106786265	gene-LOC107065664	Lflavo2a011494
OG0006626	Caust.v2_009532	gene-LOC108624991	gene-LOC117218344	gene-LOC106790735	gene-LOC107068381	Lflavo2a008853
OG0006627	Caust.v2_009532	gene-LOC108625102	gene-LOC117218481	gene-LOC106790066	gene-LOC107065841	Lflavo2a013959
OG0006628	Caust.v2_009532	gene-LOC108625481	gene-LOC117227755	gene-LOC106788072	gene-LOC107064929	Lflavo2a009544
OG0006635	Caust.v2_009532	gene-LOC108626282	gene-LOC117224018	gene-LOC106790145	gene-LOC107068970	Lflavo2a012125
OG0006636	Caust.v2_009532	gene-LOC108626399	gene-LOC117223886	gene-LOC106793694	gene-LOC107066105	Lflavo2a011666
OG0006637	Caust.v2_009532	gene-LOC108626436	gene-LOC117227291	gene-LOC106789903	gene-LOC107065936	Lflavo2a007216
OG0006638	Caust.v2_009532	gene-LOC108626526	gene-LOC117227097	gene-LOC106792543	gene-LOC107073397	Lflavo2a003683
OG0006641	Caust.v2_009532	gene-LOC108626983	gene-LOC117226887	gene-LOC106785243	gene-LOC107066327	Lflavo2a000093
OG0006645	Caust.v2_009532	gene-LOC108627243	gene-LOC117220013	gene-LOC106784112	gene-LOC107066638	Lflavo2a010388
OG0006649	Caust.v2_009532	gene-LOC108628468	gene-LOC117228605	gene-LOC106790920	gene-LOC107071478	Lflavo2a004035
OG0006652	Caust.v2_009532	gene-LOC108629094	gene-LOC117225380	gene-LOC106791123	gene-LOC107072210	Lflavo2a008652
OG0006655	Caust.v2_009532	gene-LOC108629802	gene-LOC117229255	gene-LOC106787905	gene-LOC107074015	Lflavo2a010260
OG0006656	Caust.v2_009532	gene-LOC108630022	gene-LOC117224712	gene-LOC106788330	gene-LOC107066709	Lflavo2a010883
OG0006661	Caust.v2_009532	gene-LOC108630927	gene-LOC117225689	gene-LOC106786654	gene-LOC107070464	Lflavo2a004603
OG0006662	Caust.v2_009532	gene-LOC108631091	gene-LOC117229359	gene-LOC106792070	gene-LOC107064908	Lflavo2a012717
OG0006666	Caust.v2_009532	gene-LOC108631521	gene-LOC117218382	gene-LOC106787695	gene-LOC107069052	Lflavo2a005725
OG0006668	Caust.v2_009532	gene-LOC108631617	gene-LOC117217776	gene-LOC106789326	gene-LOC107070331	Lflavo2a008320
OG0006669	Caust.v2_009532	gene-LOC108631916	gene-LOC117221381	gene-LOC106787933	gene-LOC107072483	Lflavo2a010790
OG0006671	Caust.v2_009532	gene-LOC108632157	gene-LOC117224254	gene-LOC106791341	gene-LOC107065986	Lflavo2a012330
OG0006677	Caust.v2_009532	gene-LOC108632496	gene-LOC117225304	gene-LOC106792055	gene-LOC107072937	Lflavo2a005432
OG0006680	Caust.v2_009532	gene-LOC108622652	gene-LOC117218561	gene-LOC106787538	gene-LOC107066481	Lflavo2a006453
OG0006681	Caust.v2_009532	gene-LOC108623240	gene-LOC117220470	gene-LOC106783634	gene-LOC107069906	Lflavo2a007075
OG0006686	Caust.v2_009532	gene-LOC108624724	gene-LOC117217377	gene-LOC106788180	gene-LOC107074701	Lflavo2a008003
OG0006687	Caust.v2_009532	gene-LOC108625004	gene-LOC117227499	gene-LOC106783900	gene-LOC107066216	Lflavo2a011499
OG0006689	Caust.v2_009532	gene-LOC108626379	gene-LOC117218068	gene-LOC106790425	gene-LOC107073328	Lflavo2a010515
OG0006693	Caust.v2_009532	gene-LOC108628800	gene-LOC117228443	gene-LOC106791184	gene-LOC107071736	Lflavo2a011840
OG0006694	Caust.v2_009532	gene-LOC108630079	gene-LOC117223634	gene-LOC106793187	gene-LOC107067665	Lflavo2a006609
OG0006696	Caust.v2_009532	gene-LOC108630338	gene-LOC117224698	gene-LOC106793865	gene-LOC107070116	Lflavo2a002359
OG0007121	Caust.v2_008459	gene-LOC108632572	gene-LOC117224999	gene-LOC106785994	gene-LOC107066766	Lflavo2a000969
OG0007124	Caust.v2_008473	gene-LOC108623884	gene-LOC117226586	gene-LOC106784667	gene-LOC107064964	Lflavo2a011375
OG0007133	Caust.v2_011078	gene-LOC108632572	gene-LOC117227981	gene-LOC106785464	gene-LOC107067541	Lflavo2a004483
OG0007139	Caust.v2_007129	gene-LOC108633053	gene-LOC117220500	gene-LOC106791865	gene-LOC107073824	Lflavo2a005902
OG0007143	Caust.v2_014102	gene-LOC108631798	gene-LOC117226586	gene-LOC106785311	gene-LOC107064750	Lflavo2a000405
OG0007146	Caust.v2_009902	gene-LOC108632572	gene-LOC117217435	gene-LOC106793179	gene-LOC107067735	Lflavo2a006313
OG0007148	Caust.v2_016225	gene-LOC108632572	gene-LOC117228881	gene-LOC106790629	gene-LOC107069752	Lflavo2a006616
OG0007158	Caust.v2_005314	gene-LOC108630349	gene-LOC117226586	gene-LOC106784407	gene-LOC107072505	Lflavo2a004749
OG0007190	Caust.v2_001320	gene-LOC108632572	gene-LOC117230010	gene-LOC106793003	gene-LOC107074487	Lflavo2a011199
OG0007202	Caust.v2_005754	gene-LOC108631945	gene-LOC117220784	gene-LOC106784221	gene-LOC107073824	Lflavo2a013856
OG0007205	Caust.v2_005768	gene-LOC108632572	gene-LOC117226562	gene-LOC106789504	gene-LOC107070753	Lflavo2a004663
OG0007218	Caust.v2_013101	gene-LOC108626896	gene-LOC117226586	gene-LOC106785351	gene-LOC107069112	Lflavo2a006034
OG0007220	Caust.v2_013103	gene-LOC113465120	gene-LOC117226586	gene-LOC106786633	gene-LOC107069749	Lflavo2a004601
OG0007229	Caust.v2_011062	gene-LOC108632572	gene-LOC117222029	gene-LOC106786775	gene-LOC107066123	Lflavo2a001179
OG0007236	Caust.v2_012177	gene-LOC108631347	gene-LOC117223963	gene-LOC106793138	gene-LOC107073824	Lflavo2a003652
OG0007245	Caust.v2_004260	gene-LOC108632572	gene-LOC117224756	gene-LOC106785474	gene-LOC107072530	Lflavo2a006661
OG0007248	Caust.v2_005404	gene-LOC108629590	gene-LOC117226586	gene-LOC106792688	gene-LOC107067051	Lflavo2a013072
OG0007249	Caust.v2_005440	gene-LOC108632635	gene-LOC117224560	gene-LOC106784173	gene-LOC107065367	Lflavo2a013494
OG0007256	Caust.v2_013170	gene-LOC108624325	gene-LOC117222426	gene-LOC106784173	gene-LOC107067037	Lflavo2a011101
OG0007257	Caust.v2_004031	gene-LOC113465220	gene-LOC117224953	gene-LOC106788989	gene-LOC107071581	Lflavo2a007068
OG0007262	Caust.v2_012879	gene-LOC108632572	gene-LOC117220009	gene-LOC106787792	gene-LOC107073825	Lflavo2a003737
OG0007266	Caust.v2_012755	gene-LOC108632572	gene-LOC117224364	gene-LOC106787331	gene-LOC107072390	Lflavo2a011376
OG0007276	Caust.v2_001835	gene-LOC108632572	gene-LOC117217966	gene-LOC106790338	gene-LOC107066423	Lflavo2a002077
OG0007277	Caust.v2_001876	gene-LOC108628549	gene-LOC117218755	gene-LOC106787540	gene-LOC107073824	Lflavo2a002039
OG0007291	Caust.v2_018373	gene-LOC108630511	gene-LOC117228577	gene-LOC106792329	gene-LOC107073824	Lflavo2a009584
OG0007294	Caust.v2_007648	gene-LOC108627882	gene-LOC117226169	gene-LOC106784154	gene-LOC107073824	Lflavo2a014263
OG0007297	Caust.v2_007667	gene-LOC108627629	gene-LOC117226107	gene-LOC106784520	gene-LOC107073824	Lflavo2a005056
OG0007308	Caust.v2_005021	gene-LOC108632572	gene-LOC117223308	gene-LOC106787539	gene-LOC107067778	Lflavo2a002563
OG0007317	Caust.v2_007296	gene-LOC108622195	gene-LOC117228877	gene-LOC106787719	gene-LOC107073824	Lflavo2a005739
OG0007321	Caust.v2_016755	gene-LOC108624096	gene-LOC117219017	gene-LOC106785270	gene-LOC107073824	Lflavo2a004006
OG0007325	Caust.v2_012624	gene-LOC108632572	gene-LOC117221983	gene-LOC106793686	gene-LOC107070708	Lflavo2a002279
OG0007331	Caust.v2_002973	gene-LOC108621963	gene-LOC117221515	gene-LOC106784173	gene-LOC107064028	Lflavo2a006770
OG0007333	Caust.v2_003012	gene-LOC108632325	gene-LOC117226586	gene-LOC106793526	gene-LOC107063860	Lflavo2a010168
OG0007336	Caust.v2_007813	gene-LOC108627641	gene-LOC117226586	gene-LOC106783941	gene-LOC107064829	Lflavo2a007876
OG0007343	Caust.v2_013585	gene-LOC108632572	gene-LOC117225712	gene-LOC106787835	gene-LOC107064638	Lflavo2a008790
OG0007345	Caust.v2_018752	gene-LOC108626094	gene-LOC117220804	gene-LOC106792961	gene-LOC107073824	Lflavo2a000006
OG0007347	Caust.v2_004283	gene-LOC108632572	gene-LOC117229536	gene-LOC106785919	gene-LOC107073947	Lflavo2a001571
OG0007355	Caust.v2_014209	gene-LOC108629400	gene-LOC117226586	gene-LOC106791641	gene-LOC107071857	Lflavo2a013308
OG0007379	Caust.v2_014559	gene-LOC108624568	gene-LOC117226586	gene-LOC106789330	gene-LOC107072670	Lflavo2a010995
OG0007380	Caust.v2_011852	gene-LOC108632572	gene-LOC117220789	gene-LOC106790565	gene-LOC107068178	Lflavo2a005311
OG0007389	Caust.v2_012371	gene-LOC108632572	gene-LOC117224769	gene-LOC106793454	gene-LOC107064579	Lflavo2a009635
OG0007398	Caust.v2_002896	gene-LOC108632572	gene-LOC117225517	gene-LOC106792115	gene-LOC107074329	Lflavo2a008251
OG0007409	Caust.v2_001695	gene-LOC113464600	gene-LOC117226586	gene-LOC106783830	gene-LOC107066298	Lflavo2a000085
OG0007420	Caust.v2_005923	gene-LOC108632327	gene-LOC117221729	gene-LOC106785577	gene-LOC107073824	Lflavo2a014140
OG0007428	Caust.v2_015402	gene-LOC108627811	gene-LOC117226072	gene-LOC106791408	gene-LOC107073824	Lflavo2a007867
OG0007439	Caust.v2_001011	gene-LOC108625092	gene-LOC117224274	gene-LOC106784173	gene-LOC107064255	Lflavo2a003635
OG0007441	Caust.v2_001104	gene-LOC108632572	gene-LOC117220211	gene-LOC106791548	gene-LOC107067130	Lflavo2a006319
OG0007448	Caust.v2_011897	gene-LOC108628933	gene-LOC117219773	gene-LOC106784011	gene-LOC107073824	Lflavo2a012959
OG0007464	Caust.v2_000127	gene-LOC108632964	gene-LOC117218691	gene-LOC106786947	gene-LOC107073824	Lflavo2a012778
OG0007467	Caust.v2_000258	gene-LOC108632572	gene-LOC117221304	gene-LOC106787759	gene-LOC107068983	Lflavo2a002035
OG0007469	Caust.v2_000369	gene-LOC108625604	gene-LOC117226586	gene-LOC106786482	gene-LOC107069148	Lflavo2a007731
OG0007470	Caust.v2_000428	gene-LOC108623446	gene-LOC117223804	gene-LOC106784173	gene-LOC107072274	Lflavo2a006089
OG0007479	Caust.v2_007245	gene-LOC108623765	gene-LOC117220890	gene-LOC106789532	gene-LOC107073824	Lflavo2a005272
OG0007491	Caust.v2_008871	gene-LOC108632572	gene-LOC117223041	gene-LOC106784104	gene-LOC107069183	Lflavo2a008449
OG0007495	Caust.v2_015754	gene-LOC108632572	gene-LOC117218367	gene-LOC106788426	gene-LOC107073364	Lflavo2a013161
OG0007505	Caust.v2_003621	gene-LOC108632572	gene-LOC117224376	gene-LOC106788295	gene-LOC107064820	Lflavo2a000325
OG0007506	Caust.v2_003638	gene-LOC108632874	gene-LOC117222122	gene-LOC106789715	gene-LOC107073824	Lflavo2a011458
OG0007513	Caust.v2_007323	gene-LOC108632072	gene-LOC117222538	gene-LOC106786609	gene-LOC107068845	Lflavo2a007068
OG0007524	Caust.v2_002382	gene-LOC108632572	gene-LOC117218183	gene-LOC106787300	gene-LOC107066020	Lflavo2a009129
OG0007537	Caust.v2_002060	gene-LOC108632572	gene-LOC117227673	gene-LOC106785209	gene-LOC107065268	Lflavo2a013390
OG0007539	Caust.v2_002094	gene-LOC108625438	gene-LOC117226586	gene-LOC106786522	gene-LOC107069089	Lflavo2a007071
OG0007556	Caust.v2_008093	gene-LOC108632572	gene-LOC117229200	gene-LOC106785019	gene-LOC107074119	Lflavo2a012013
OG0007558	Caust.v2_005837	gene-LOC108632572	gene-LOC117223236	gene-LOC106788608	gene-LOC107065797	Lflavo2a003757
OG0007564	Caust.v2_012260	gene-LOC108632568	gene-LOC117218998	gene-LOC106790432	gene-LOC107073824	Lflavo2a001032
OG0007574	Caust.v2_003252	gene-LOC108628819	gene-LOC117226586	gene-LOC106784322	gene-LOC107066615	Lflavo2a011875
OG0007586	Caust.v2_012075	gene-LOC108632572	gene-LOC117220229	gene-LOC106785237	gene-LOC107065587	Lflavo2a001723
OG0007594	Caust.v2_015858	gene-LOC108623609	gene-LOC117218558	gene-LOC106788984	gene-LOC107073824	Lflavo2a002627
OG0007616	Caust.v2_009532	gene-LOC108623889	gene-LOC117224981	gene-LOC106785993	gene-LOC107066765	Lflavo2a000986
OG0007634	Caust.v2_009532	gene-LOC108626177	gene-LOC117223850	gene-LOC106784465	gene-LOC107065383	Lflavo2a008344
