Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0006104		Caust.v2_003965	XP_017889308.1	FBgn0027358, FBgn0030480	
OG0006105		Caust.v2_003974	XP_017881188.2	FBgn0025632	XP_033331745.1
OG0006106		Caust.v2_012090	XP_017893149.1	FBgn0038673	XP_033329623.1
OG0006107		Caust.v2_017082		FBgn0010612, FBgn0031941	XP_033329695.1
OG0006108		Caust.v2_009430	XP_017876135.1	FBgn0011763	XP_033326221.1
OG0006109		Caust.v2_008555, Caust.v2_008556		FBgn0261792	XP_033324435.1
OG0006110		Caust.v2_004831	XP_017876857.1	FBgn0042094	XP_033342763.1
OG0006111		Caust.v2_004873	XP_026667129.1	FBgn0032059	XP_033335778.1
OG0006112		Caust.v2_004878	XP_017884692.1	FBgn0015754	XP_033338943.1
OG0006113		Caust.v2_003751	XP_026674954.1	FBgn0037626	XP_033321558.1
OG0006114		Caust.v2_003761	XP_017890906.1	FBgn0036214	XP_033321550.1
OG0006115		Caust.v2_003768	XP_026674940.1	FBgn0037913	XP_033321472.1
OG0006116		Caust.v2_003764	XP_026675115.1	FBgn0040351	XP_033321519.1
OG0006117		Caust.v2_003769		FBgn0026778	XP_033321466.1, XP_033321467.1
OG0006118		Caust.v2_003789	XP_026675102.1		XP_033338243.1, XP_033338248.1
OG0006119		Caust.v2_003790	XP_017891673.1	FBgn0053181	XP_033338233.1
OG0006120		Caust.v2_015609	XP_017887871.1	FBgn0027553	XP_033331868.1
OG0006121		Caust.v2_015608	XP_017888007.1	FBgn0051638	XP_033331869.1
OG0006122		Caust.v2_022587	XP_017884486.1, XP_026671579.1		XP_033330962.1
OG0006123		Caust.v2_021244	XP_017882947.1	FBgn0028550	XP_033332388.1
OG0006124		Caust.v2_009576	XP_017882295.1	FBgn0030731	XP_033333627.1
OG0006125		Caust.v2_009580	XP_017884447.1	FBgn0050354, FBgn0260008	
OG0006126		Caust.v2_020190	XP_026675044.1	FBgn0034345	XP_033340689.1
OG0006127		Caust.v2_015820	XP_017891604.1	FBgn0038872	XP_033340736.1
OG0006128		Caust.v2_011472		FBgn0050390	XP_033334187.1, XP_033334188.1
OG0006129			XP_017874993.1, XP_017874994.1	FBgn0040918	XP_033341835.1
OG0006130			XP_017875054.1, XP_017875124.1, XP_017891297.1		XP_033323553.1
OG0006131			XP_017875154.1	FBgn0036128, FBgn0052072	XP_033339346.1
OG0006132			XP_017875193.1, XP_017877665.1, XP_017878645.1, XP_017879462.1		
OG0006133			XP_017875476.1, XP_017875478.1	FBgn0036134	XP_033336103.1
OG0006134			XP_017875733.1, XP_017875734.1	FBgn0032859	XP_033340633.1
OG0006135			XP_017876199.1	FBgn0002590, FBgn0038277	XP_033328206.1
OG0006136			XP_017876242.1, XP_026667474.1	FBgn0039293	XP_033324051.1
OG0006137			XP_017876390.1, XP_017884602.1, XP_017889631.1, XP_017891420.1		
OG0006138			XP_017876791.1, XP_026667831.1	FBgn0024732, FBgn0028407	
OG0006139			XP_017876891.1	FBgn0005596	XP_033334263.1, XP_033334264.1
OG0006140			XP_017877333.2	FBgn0015949	XP_033325209.1, XP_033325211.1
OG0006141			XP_017877854.1	FBgn0025674	XP_033324166.1, XP_033324167.1
OG0006142			XP_017878126.1, XP_017878127.1	FBgn0030660	XP_033322398.1
OG0006143			XP_017878395.1, XP_026668664.1, XP_026668665.1		XP_033342366.1
OG0006144			XP_017878695.1	FBgn0031286	XP_033334885.1, XP_033334886.1
OG0006145			XP_017879768.1	FBgn0000273	XP_033334282.1, XP_033334283.1
OG0006146			XP_017879876.1	FBgn0027889	XP_033321100.1, XP_033321101.1
OG0006147			XP_017880270.1	FBgn0031711	XP_033339952.1, XP_033339953.1
OG0006148			XP_017880603.1, XP_026669619.1	FBgn0032157	XP_033323161.1
OG0006149			XP_017880628.1, XP_026669615.1	FBgn0000247	XP_033323093.1
OG0006150			XP_017881246.1, XP_017881247.1	FBgn0266438	XP_033334365.1
OG0006151			XP_017881942.1, XP_026670433.1	FBgn0033454	XP_033329429.1
OG0006152			XP_017882109.1, XP_017882110.1	FBgn0067629	XP_033325441.1
OG0006153			XP_017882231.1, XP_017882233.1	FBgn0263355	XP_033340575.1
OG0006154			XP_017883093.1	FBgn0022338	XP_033328250.1, XP_033328253.1
OG0006155			XP_017883105.1, XP_017883106.1	FBgn0085451	XP_033337214.1
OG0006156			XP_017883264.1, XP_026670926.1	FBgn0039240	XP_033329268.1
OG0006157			XP_017883461.1, XP_017883462.1	FBgn0030838	XP_033337462.1
OG0006158			XP_017883477.1	FBgn0051139, FBgn0086253	XP_033320876.1
OG0006159			XP_017883628.1, XP_026671118.1, XP_026671119.1	FBgn0053110	
OG0006160			XP_017883835.1, XP_026671267.1	FBgn0035981, FBgn0054029	
OG0006161			XP_017884079.1, XP_017892816.1	FBgn0038564	XP_033333459.1
OG0006162			XP_017884443.1, XP_017884444.1		XP_033331657.1, XP_033331658.1
OG0006163			XP_017885091.1, XP_026669532.1	FBgn0003162	XP_033342102.1
OG0006164			XP_017885250.1, XP_017885252.1	FBgn0031661	XP_033340543.1
OG0006165			XP_017885352.1, XP_017885354.1	FBgn0261285	XP_033328506.1
OG0006166			XP_017885410.1, XP_026673476.1, XP_026675297.1, XP_026675569.1		
OG0006167			XP_017885648.2	FBgn0263602	XP_033334019.1, XP_033334020.1
OG0006168			XP_017886587.1, XP_017886588.1	FBgn0261596	XP_033326499.1
OG0006169			XP_017886741.1	FBgn0038195	XP_033338695.1, XP_033338696.1
OG0006170			XP_017887124.1	FBgn0000239	XP_033331230.1, XP_033331240.1
OG0006171			XP_017887136.1	FBgn0041781	XP_033339008.1, XP_033339009.1
OG0006172			XP_017887266.1, XP_017887267.1	FBgn0033527	XP_033339043.1
OG0006173			XP_017887585.1, XP_026673080.1	FBgn0036827	XP_033332247.1
OG0006174			XP_017887825.1	FBgn0030716	XP_033339117.1, XP_033339120.1
OG0006175			XP_017888077.1, XP_026673338.1	FBgn0027085	XP_033336369.1
OG0006176			XP_017888465.1	FBgn0037541	XP_033338897.1, XP_033338899.1
OG0006177			XP_017888499.1, XP_017888500.1	FBgn0262126	XP_033335256.1
OG0006178			XP_017888615.1, XP_017892985.1	FBgn0035064	XP_033329976.1
OG0006179			XP_017888660.1, XP_017891841.1		XP_033332759.1, XP_033333536.1
OG0006180			XP_017889042.1, XP_026673808.1	FBgn0259824	XP_033322823.1
OG0006181			XP_017889398.1	FBgn0029879	XP_033340172.1, XP_033340173.1
OG0006182			XP_017889399.1	FBgn0028468	XP_033324786.1, XP_033324787.1
OG0006183			XP_017889651.1, XP_017889652.1, XP_026674084.1	FBgn0283468	
OG0006184			XP_017889653.1	FBgn0037341	XP_033327678.1, XP_033339830.1
OG0006185			XP_017889805.1	FBgn0038584	XP_033341566.1, XP_033341567.1
OG0006186			XP_017890366.1, XP_017890367.1	FBgn0031257	XP_033332045.1
OG0006187			XP_017890429.1, XP_026674513.1, XP_026674514.1, XP_026674516.1		
OG0006188			XP_017890470.1, XP_017890471.1	FBgn0261268	XP_033342734.1
OG0006189			XP_017890588.1, XP_017890589.1	FBgn0035078, FBgn0037852	
OG0006190			XP_017891244.1, XP_017891247.1		XP_033325669.1, XP_033325670.1
OG0006191			XP_017891330.2, XP_017891340.1	FBgn0010774	XP_033337916.1
OG0006192			XP_017891997.1, XP_017892008.1	FBgn0031633	XP_033322919.1
OG0006193			XP_017892078.1, XP_017892079.1	FBgn0034703	XP_033321543.1
OG0006194			XP_017892214.1	FBgn0015765, FBgn0024846, FBgn0267339	
OG0006195			XP_017892230.1, XP_017892233.1	FBgn0036566	XP_033337312.1
OG0006196			XP_017892243.1	FBgn0037232	XP_033333098.1, XP_033333100.1
OG0006197			XP_017892318.1, XP_017892320.1	FBgn0035254	XP_033340217.1
OG0006198			XP_017892343.2, XP_026675384.1	FBgn0036817	XP_033340022.1
OG0006199			XP_017892497.1, XP_017892499.1	FBgn0003447	XP_033321505.1
OG0006200			XP_017892513.1	FBgn0034269	XP_033340479.1, XP_033340484.1
OG0006201			XP_017892534.1, XP_017892535.1	FBgn0021761	XP_033328496.1
OG0006202			XP_017892539.1, XP_026675385.1	FBgn0035771	XP_033330625.1
OG0006203			XP_017892778.1, XP_026675609.1	FBgn0034500	XP_033334145.1
OG0006204			XP_017893044.1	FBgn0027567	XP_033331086.1, XP_033331087.1
OG0006205			XP_017893210.1, XP_026666614.1	FBgn0037116	XP_033325881.1
OG0006206			XP_017893287.1	FBgn0024326, FBgn0261524	XP_033329630.1
OG0006207			XP_026666460.1	FBgn0032077	XP_033339404.1, XP_033339405.1
OG0006208			XP_026666703.1, XP_026666704.1	FBgn0015582	XP_033323112.1
OG0006209			XP_026667006.1	FBgn0032428	XP_033328525.1, XP_033328526.1
OG0006210			XP_026668063.1, XP_026673847.1, XP_026675542.1	FBgn0052813	
OG0006211			XP_026668566.1, XP_026668568.1	FBgn0265082	XP_033342731.1
OG0006212			XP_026669022.1, XP_026669023.1		XP_033322888.1, XP_033330108.1
OG0006213			XP_026669504.1	FBgn0004406	XP_033334117.1, XP_033334118.1
OG0006214			XP_026669724.1, XP_026669725.1	FBgn0032986	XP_033339006.1
OG0006215			XP_026670403.1	FBgn0034504	XP_033339609.1, XP_033339610.1
OG0006216			XP_026670405.1	FBgn0033272	XP_033340621.1, XP_033340622.1
OG0006217			XP_026670989.1, XP_026670992.1	FBgn0050284, FBgn0085423	
OG0006218			XP_026671103.1	FBgn0031451, FBgn0250906	XP_033338635.1
OG0006219			XP_026671702.1	FBgn0260744	XP_033335862.1, XP_033335864.1
OG0006220			XP_026672063.1, XP_026672064.1	FBgn0261611	XP_033326505.1
OG0006221			XP_026672260.1		XP_033334757.1, XP_033334758.1, XP_033340969.1
OG0006222			XP_026672703.1	FBgn0030122, FBgn0032188	XP_033332839.1
OG0006223			XP_026672833.1	FBgn0036222, FBgn0261439	XP_033321926.1
OG0006224			XP_026673411.1	FBgn0039115	XP_033328963.1, XP_033328964.1
OG0006225			XP_026673845.1	FBgn0011227	XP_033341252.1, XP_033341253.1
OG0006226			XP_026673949.1, XP_026673951.1, XP_026673952.1		XP_033322533.1
OG0006227			XP_026674326.1, XP_026674327.1	FBgn0038577	XP_033325998.1
OG0006228			XP_026674878.1, XP_026674879.1	FBgn0034372	XP_033340563.1
OG0006229			XP_026675253.1	FBgn0037375, FBgn0040208	XP_033332991.1
OG0006230			XP_026675334.1, XP_026675337.1, XP_026675630.1, XP_026675631.1		
OG0006231				FBgn0033490, FBgn0039592, FBgn0039593, FBgn0053346	
OG0006232				FBgn0029809, FBgn0035007, FBgn0046793, FBgn0050350	
OG0006233				FBgn0001990, FBgn0032763, FBgn0032814, FBgn0037794	
OG0006234				FBgn0028856, FBgn0028857, FBgn0034826, FBgn0051735	
OG0006235				FBgn0038993, FBgn0050391, FBgn0050393, FBgn0051910	
OG0006236				FBgn0051072	XP_033325302.1, XP_033325303.1, XP_033325305.1
OG0006237				FBgn0031701, FBgn0044810, FBgn0044811, FBgn0053117	
OG0006238				FBgn0039520, FBgn0046885, FBgn0046886, FBgn0046887	
OG0006239				FBgn0035855, FBgn0035857, FBgn0038102, FBgn0051551	
OG0006240				FBgn0261995, FBgn0261996	XP_033338370.1, XP_033339831.1
OG0006241				FBgn0020258, FBgn0022981, FBgn0032602, FBgn0035785	
OG0006242				FBgn0032293, FBgn0035491, FBgn0053060	XP_033326684.1
OG0006243				FBgn0033516, FBgn0053475, FBgn0053476, FBgn0053477	
OG0006244				FBgn0034283, FBgn0034284, FBgn0053644, FBgn0053647	
OG0006245				FBgn0033508, FBgn0034768, FBgn0034769, FBgn0038859	
OG0006246				FBgn0039597, FBgn0039598, FBgn0039599, FBgn0085324	
OG0006247				FBgn0033268, FBgn0039678, FBgn0039685, FBgn0046875	
OG0006248				FBgn0026388, FBgn0036474, FBgn0039033, FBgn0039034	
OG0006249				FBgn0050178, FBgn0051624, FBgn0051988, FBgn0085354	
OG0006250				FBgn0000276, FBgn0000277, FBgn0000278, FBgn0000279	
OG0006251				FBgn0029658, FBgn0029659, FBgn0031103, FBgn0031954	
OG0006252				FBgn0032858, FBgn0035721, FBgn0035902, FBgn0263240	
OG0006253				FBgn0033353, FBgn0050285, FBgn0053470, FBgn0283462	
OG0006254				FBgn0002869, FBgn0038790, FBgn0053192, FBgn0262146	
OG0006255				FBgn0035153, FBgn0035157, FBgn0035158, FBgn0037076	
OG0006256				FBgn0030050, FBgn0034317, FBgn0034318, FBgn0040096	
OG0006257				FBgn0032477	XP_033322860.1, XP_033322861.1, XP_033322873.1
OG0006258				FBgn0004629, FBgn0030105, FBgn0038243, FBgn0051313	
OG0006259				FBgn0031324, FBgn0037514, FBgn0037516, FBgn0261502	
OG0006260				FBgn0014033, FBgn0020376, FBgn0020377, FBgn0031547	
OG0006261				FBgn0033572, FBgn0035300, FBgn0052079, FBgn0052081	
OG0006262				FBgn0053322, FBgn0086681, FBgn0261349, FBgn0263078	
OG0006263				FBgn0032663, FBgn0033826, FBgn0033827, FBgn0038695	
OG0006264				FBgn0032693, FBgn0034756, FBgn0038194, FBgn0039006	
OG0006265				FBgn0029134, FBgn0034842, FBgn0051742	XP_033329750.1
OG0006266				FBgn0020509, FBgn0034154, FBgn0036495, FBgn0085218	
OG0006267				FBgn0035412, FBgn0052284, FBgn0260026, FBgn0260430	
OG0006268				FBgn0011280, FBgn0011283, FBgn0031111, FBgn0046880	
OG0006269				FBgn0036321, FBgn0036323, FBgn0036831, FBgn0036833	
OG0006270				FBgn0031844, FBgn0039854, FBgn0039855, FBgn0039856	
OG0006271				FBgn0032094, FBgn0040362, FBgn0085210, FBgn0260969	
OG0006272				FBgn0029701, FBgn0029702, FBgn0040904, FBgn0040905	
OG0006273				FBgn0023174, FBgn0029812, FBgn0037296	XP_033343014.1
OG0006274				FBgn0037174, FBgn0039482, FBgn0039483, FBgn0039485	
OG0006275				FBgn0037922, FBgn0038765, FBgn0038767, FBgn0038768	
OG0006276				FBgn0038001, FBgn0038002, FBgn0038003, FBgn0038014	
OG0006277				FBgn0036712, FBgn0036874, FBgn0040333, FBgn0041195	
OG0006278				FBgn0003375, FBgn0038523, FBgn0038631, FBgn0262005	
OG0006279				FBgn0052192, FBgn0259739, FBgn0263250, FBgn0265046	
OG0006280				FBgn0033149, FBgn0050384, FBgn0050385, FBgn0053140	
OG0006281				FBgn0037826, FBgn0051391, FBgn0051467	XP_033337136.1
OG0006282				FBgn0039194, FBgn0039199, FBgn0053339, FBgn0053341	
OG0006283				FBgn0038750, FBgn0038752, FBgn0038753, FBgn0264907	
OG0006284				FBgn0004362, FBgn0010228, FBgn0038978, FBgn0038979	
OG0006285				FBgn0037857, FBgn0051679, FBgn0051682, FBgn0052463	
OG0006286				FBgn0030326, FBgn0085206, FBgn0085207, FBgn0085244	
OG0006287				FBgn0032076	XP_033331851.1, XP_033331852.1, XP_033339832.1
OG0006288				FBgn0034938	XP_033340852.1, XP_033340861.1, XP_033340870.1
OG0006289				FBgn0026385, FBgn0041623, FBgn0041624, FBgn0041625	
OG0006290				FBgn0053137, FBgn0053467, FBgn0053792, FBgn0053919	
OG0006291				FBgn0036089, FBgn0085267, FBgn0260643, FBgn0260644	
OG0006292				FBgn0032111, FBgn0038078, FBgn0051347, FBgn0264340	
OG0006293				FBgn0014903, FBgn0030575, FBgn0033830, FBgn0038795	
OG0006294				FBgn0034692	XP_033340145.1, XP_033340196.1, XP_033340197.1
OG0006295				FBgn0025626	XP_033331712.1, XP_033331715.1, XP_033331717.1
OG0006296					XP_033323549.1, XP_033323550.1, XP_033323551.1, XP_033323552.1
OG0006297					XP_033329654.1, XP_033329664.1, XP_033334819.1, XP_033335537.1
OG0006298					XP_033331602.1, XP_033331604.1, XP_033331605.1, XP_033331606.1
OG0006299					XP_033332812.1, XP_033334494.1, XP_033335543.1, XP_033339814.1
OG0006300					XP_033335218.1, XP_033335219.1, XP_033335305.1, XP_033339857.1
OG0006301	NP_001011565.1		XP_017891745.2	FBgn0024944	
OG0006302	NP_001011591.1	Caust.v2_010829			XP_033327932.1
OG0006303	NP_001012980.1			FBgn0011676	XP_033329826.1
OG0006304	NP_001035310.1	Caust.v2_010830			XP_033327930.1
OG0006305	NP_001107670.1, XP_001120565.2				XP_033341997.1
OG0006306	NP_001124510.1			FBgn0001169	XP_033339245.1
OG0006307	NP_001177743.1		XP_017877684.2	FBgn0034245	
OG0006308	NP_001193396.1	Caust.v2_005741		FBgn0025820	
OG0006309	NP_001265634.1	Caust.v2_001094		FBgn0031997	
OG0006310	NP_001318046.1	Caust.v2_000352	XP_017887185.1		
OG0006311	XP_001119824.1			FBgn0033153	XP_033342789.1
OG0006312	XP_001119826.1	Caust.v2_003911		FBgn0032518	
OG0006313	XP_001119879.1			FBgn0031146	XP_033334912.1
OG0006314	XP_001119898.1			FBgn0037647	XP_033325445.1
OG0006315	XP_001119921.1	Caust.v2_002505		FBgn0050441	
OG0006316	XP_001119962.3	Caust.v2_009464	XP_017883200.1		
OG0006317	XP_001120011.1	Caust.v2_010710		FBgn0026250	
OG0006318	XP_001120059.3		XP_017876197.1	FBgn0031764	
OG0006319	XP_001120086.2			FBgn0033085	XP_033340866.1
OG0006320	XP_001120164.2	Caust.v2_000312		FBgn0030801	
OG0006321	XP_001120319.3	Caust.v2_005180	XP_017883924.1		
OG0006322	XP_001120404.1		XP_017886540.1	FBgn0034902	
OG0006323	XP_001120556.1	Caust.v2_021933		FBgn0014879	
OG0006324	XP_001120572.3			FBgn0051713	XP_033328560.1
OG0006325	XP_001120581.3	Caust.v2_002221		FBgn0039767	
OG0006326	XP_001120626.2		XP_017876790.1		XP_033341889.1
OG0006327	XP_001120667.3	Caust.v2_001049		FBgn0034447	
OG0006328	XP_001120674.3		XP_017880580.1	FBgn0036450	
OG0006329	XP_001120712.2	Caust.v2_000286			XP_033323249.1
OG0006330	XP_001120735.1		XP_017881333.1		XP_033334335.1
OG0006331	XP_001120754.2	Caust.v2_005712			XP_033334111.1
OG0006332	XP_001120779.3			FBgn0032247	XP_033336566.1
OG0006333	XP_001120846.1	Caust.v2_003832	XP_017879957.1		
OG0006334	XP_001120885.2		XP_026675628.1	FBgn0025615	
OG0006335	XP_001120956.3		XP_017880848.1	FBgn0033086	
OG0006336	XP_001120969.2	Caust.v2_011909		FBgn0259224	
OG0006337	XP_001120974.1	Caust.v2_013592		FBgn0015550	
OG0006338	XP_001121043.2	Caust.v2_003737, Caust.v2_020832			
OG0006339	XP_001121079.2	Caust.v2_020354		FBgn0030558	
OG0006340	XP_001121092.2		XP_017875380.1	FBgn0019938	
OG0006341	XP_001121144.1			FBgn0032732	XP_033324219.1
OG0006342	XP_001121147.2				XP_033331968.1, XP_033331974.1
OG0006343	XP_001121426.2, XP_006564178.1			FBgn0043458	
OG0006344	XP_001121453.1	Caust.v2_008424		FBgn0036773	
OG0006345	XP_001121473.2	Caust.v2_022476	XP_017892806.2		
OG0006346	XP_001121483.3			FBgn0032434, FBgn0262515	
OG0006347	XP_001121501.2	Caust.v2_008342		FBgn0030323	
OG0006348	XP_001121552.2	Caust.v2_002132		FBgn0034940	
OG0006349	XP_001121556.1			FBgn0031455	XP_033329285.1
OG0006350	XP_001121690.3			FBgn0038722	XP_033333548.1
OG0006351	XP_001121782.1				XP_033339241.1, XP_033339242.1
OG0006352	XP_001121833.2, XP_016770017.1			FBgn0037031	
OG0006353	XP_001121862.1	Caust.v2_002432			XP_033341010.1
OG0006354	XP_001121924.1			FBgn0037313	XP_033340218.1
OG0006355	XP_001122035.2	Caust.v2_014004		FBgn0028743	
OG0006356	XP_001122110.2	Caust.v2_002255	XP_026668471.1		
OG0006357	XP_001122118.2			FBgn0039914	XP_033334177.1
OG0006358	XP_001122159.1	Caust.v2_001653		FBgn0016038	
OG0006359	XP_001122174.1			FBgn0034743	XP_033330901.1
OG0006360	XP_001122204.2	Caust.v2_002681		FBgn0033358	
OG0006361	XP_001122299.3	Caust.v2_015706	XP_017882380.2		
OG0006362	XP_001122316.2		XP_017879217.1		XP_033323629.1
OG0006363	XP_001122354.2	Caust.v2_020500		FBgn0053969	
OG0006364	XP_001122401.3	Caust.v2_011565		FBgn0039385	
OG0006365	XP_001122454.1	Caust.v2_007598			XP_033332161.1
OG0006366	XP_001122470.3, XP_006561846.2, XP_006561847.2				
OG0006367	XP_001122514.1, XP_397519.1	Caust.v2_011553			
OG0006368	XP_001122840.1			FBgn0032420	XP_033321651.1
OG0006369	XP_001122977.1	Caust.v2_015886		FBgn0034816	
OG0006370	XP_001123248.2		XP_026668426.1		XP_033327769.1
OG0006371	XP_001123340.2	Caust.v2_000096			XP_033327453.1
OG0006372	XP_001123353.2		XP_017881885.1	FBgn0033879	
OG0006373	XP_001123355.3	Caust.v2_007865			XP_033335651.1
OG0006374	XP_003249097.1	Caust.v2_007113		FBgn0020909	
OG0006375	XP_003249153.1	Caust.v2_010941		FBgn0037899	
OG0006376	XP_003249206.1, XP_016770679.1, XP_026299435.1				
OG0006377	XP_003249221.1				XP_033331864.1, XP_033333102.1
OG0006378	XP_003249224.3	Caust.v2_004032			XP_033334091.1
OG0006379	XP_003249302.2	Caust.v2_002720		FBgn0000063	
OG0006380	XP_003249307.1	Caust.v2_001749		FBgn0033782	
OG0006381	XP_003249321.1	Caust.v2_004742			XP_033330126.1
OG0006382	XP_003249360.1, XP_003249361.1				XP_033321378.1
OG0006383	XP_003249382.1			FBgn0016687	XP_033336759.1
OG0006384	XP_003249388.1	Caust.v2_011068			XP_033330923.1
OG0006385	XP_003249427.1	Caust.v2_013787			XP_033331676.1
OG0006386	XP_003249441.1	Caust.v2_011977		FBgn0036484	
OG0006387	XP_003249575.3	Caust.v2_011762			XP_033333028.1
OG0006388	XP_003249603.2	Caust.v2_009896			XP_033335711.1
OG0006389	XP_003249660.1	Caust.v2_011835		FBgn0036433	
OG0006390	XP_003249693.1	Caust.v2_001819	XP_017875252.1		
OG0006391	XP_003249802.2	Caust.v2_009625			XP_033332146.1
OG0006392	XP_003249878.1		XP_017893190.1	FBgn0038592	
OG0006393	XP_003249953.1	Caust.v2_006631			XP_033339216.1
OG0006394	XP_003249973.1	Caust.v2_001171			XP_033339223.1
OG0006395	XP_003250023.2			FBgn0050185	XP_033324347.1
OG0006396	XP_003250135.2	Caust.v2_012626			XP_033329666.1
OG0006397	XP_003250139.1	Caust.v2_005408			XP_033335846.1
OG0006398	XP_003250151.1	Caust.v2_007069			XP_033333861.1
OG0006399	XP_003250171.1	Caust.v2_003972	XP_026669915.1		
OG0006400	XP_003250191.1	Caust.v2_006125	XP_017888061.1		
OG0006401	XP_003250392.2	Caust.v2_003069		FBgn0037467	
OG0006402	XP_003250399.1	Caust.v2_015031			XP_033334292.1
OG0006403	XP_003250434.2	Caust.v2_006577	XP_017890239.1		
OG0006404	XP_003250481.1	Caust.v2_000070		FBgn0031776	
OG0006405	XP_003250488.2	Caust.v2_019378, Caust.v2_021159			
OG0006406	XP_003250551.1, XP_026300746.1			FBgn0050373	
OG0006407	XP_003250695.1	Caust.v2_009766			XP_033336105.1
OG0006408	XP_003250708.2	Caust.v2_009764		FBgn0035429	
OG0006409	XP_003250740.3	Caust.v2_010188		FBgn0029756	
OG0006410	XP_003250776.1	Caust.v2_012699		FBgn0036780	
OG0006411	XP_003250780.1	Caust.v2_009098		FBgn0002552	
OG0006412	XP_003250826.2	Caust.v2_011156			XP_033325709.1
OG0006413	XP_003250893.1	Caust.v2_001422		FBgn0031904	
OG0006414	XP_003250964.2	Caust.v2_013851		FBgn0261258	
OG0006415	XP_003251000.2	Caust.v2_017680			XP_033343076.1
OG0006416	XP_003251034.1	Caust.v2_001982		FBgn0050044	
OG0006417	XP_003251083.3	Caust.v2_019877	XP_026669242.1		
OG0006418	XP_003251098.2	Caust.v2_014801			XP_033327942.1
OG0006419	XP_003251214.1		XP_026675434.1		XP_033340913.1
OG0006420	XP_003251287.2	Caust.v2_013706	XP_017884173.1		
OG0006421	XP_003251580.2	Caust.v2_014505			XP_033326877.1
OG0006422	XP_003251770.2	Caust.v2_011301	XP_017883777.1		
OG0006423	XP_003251772.2		XP_017882623.1, XP_017882624.1		
OG0006424	XP_003251799.1	Caust.v2_007961		FBgn0085377	
OG0006425	XP_003251819.1		XP_017876302.1		XP_033330612.1
OG0006426	XP_003251915.1	Caust.v2_005319			XP_033333799.1
OG0006427	XP_006557271.1			FBgn0030850	XP_033338005.1
OG0006428	XP_006557328.1, XP_006557329.1		XP_017885548.1		
OG0006429	XP_006557379.2, XP_006557382.2			FBgn0039039	
OG0006430	XP_006557450.1, XP_394140.4			FBgn0036745	
OG0006431	XP_006557543.1	Caust.v2_014182		FBgn0051644	
OG0006432	XP_006557977.1	Caust.v2_014246, Caust.v2_020459			
OG0006433	XP_006557994.1	Caust.v2_006668		FBgn0062442	
OG0006434	XP_006558247.3	Caust.v2_014260			XP_033329740.1
OG0006435	XP_006558420.1, XP_625242.2	Caust.v2_012809			
OG0006436	XP_006558421.1		XP_017889289.1	FBgn0037546	
OG0006437	XP_006558479.1, XP_026295634.1, XP_394877.3				
