Geneid	gene_name	SRR1519115_1_cleanedAligned.sortedByCoord.out.bam	SRR1519113_1_cleanedAligned.sortedByCoord.out.bam	SRR1519114_1_cleanedAligned.sortedByCoord.out.bam	SRR1519108_1_cleanedAligned.sortedByCoord.out.bam	SRR1519111_1_cleanedAligned.sortedByCoord.out.bam	SRR1519116_1_cleanedAligned.sortedByCoord.out.bam	SRR1519109_1_cleanedAligned.sortedByCoord.out.bam	SRR1519110_1_cleanedAligned.sortedByCoord.out.bam	SRR1519117_1_cleanedAligned.sortedByCoord.out.bam	SRR1519112_1_cleanedAligned.sortedByCoord.out.bam
gene-LOC106791465	LOC106791465	2	1	0	0	0	0	0	0	0	1
gene-LOC106791461	LOC106791461	135	155	150	138	252	212	234	233	286	200
gene-LOC106791463	LOC106791463	48	90	126	91	9	2	20	4	41	30
gene-LOC106791467	LOC106791467	134	155	199	140	279	269	244	318	275	273
gene-LOC106791466	LOC106791466	70	66	112	120	205	171	185	211	233	177
gene-LOC106791475	LOC106791475	0	0	6	0	2	3	8	2	15	6
gene-LOC106791470	LOC106791470	35	47	29	51	54	51	57	57	98	65
gene-LOC106791480	LOC106791480	0	0	0	0	0	1	0	0	0	0
gene-LOC106791478	LOC106791478	57	52	12	9	11	11	19	7	11	9
gene-LOC106791477	LOC106791477	55	67	28	7	23	13	54	26	12	13
gene-LOC106791476	LOC106791476	0	0	0	0	0	0	1	0	3	0
gene-LOC106791479	LOC106791479	3	1	0	0	2	0	2	1	0	0
gene-LOC106791493	LOC106791493	0	4	0	0	0	2	3	1	0	0
gene-LOC106791492	LOC106791492	1	0	0	1	0	0	0	0	1	0
gene-LOC106791481	LOC106791481	0	0	0	0	1	0	0	0	0	0
gene-LOC106791494	LOC106791494	0	0	0	0	0	0	0	0	0	0
gene-LOC106791485	LOC106791485	45	44	18	30	28	7	68	6	45	52
gene-LOC106791486	LOC106791486	2925	2227	2335	1546	2547	1265	2169	1782	4055	4146
gene-LOC106791488	LOC106791488	0	1	0	1	0	0	5	0	0	0
gene-LOC106791489	LOC106791489	0	1	2	0	0	0	0	2	0	0
gene-LOC106791490	LOC106791490	1	0	1	0	0	0	0	0	0	0
gene-LOC106791491	LOC106791491	3	2	1	6	0	0	2	0	1	1
gene-LOC106791487	LOC106791487	14	7	5	1	3	0	7	1	1	4
gene-LOC106791482	LOC106791482	15	17	15	25	32	4	50	5	35	19
gene-LOC106791483	LOC106791483	1	2	3	3	5	2	2	7	2	0
gene-LOC106791484	LOC106791484	1	3	4	0	3	6	1	2	4	3
gene-LOC106791495	LOC106791495	1	0	0	0	0	0	0	0	0	0
gene-LOC106791514	LOC106791514	0	0	0	0	0	0	0	2	2	0
gene-LOC106791509	LOC106791509	0	2	1	0	0	0	0	0	0	0
gene-LOC106791502	LOC106791502	11	32	18	25	28	8	22	10	29	28
gene-LOC106791503	LOC106791503	89	135	129	122	294	213	273	245	264	262
gene-LOC106791506	LOC106791506	0	0	0	2	0	0	1	0	1	0
gene-LOC106791497	LOC106791497	3	5	1	13	3	3	0	1	1	5
gene-LOC106791507	LOC106791507	1	0	0	0	4	1	4	2	3	0
gene-LOC106791513	LOC106791513	0	0	0	0	0	0	1	0	0	0
gene-LOC106791496	LOC106791496	0	0	1	0	0	0	0	1	2	0
gene-LOC106791505	LOC106791505	6	6	2	4	0	1	7	0	3	1
gene-LOC106791504	LOC106791504	0	4	0	0	0	0	2	0	0	0
gene-LOC106791510	LOC106791510	0	0	0	0	0	5	1	2	0	0
gene-LOC106791501	LOC106791501	8	8	9	8	19	13	12	17	15	17
gene-LOC106791498	LOC106791498	1	1	0	1	2	0	3	3	3	2
gene-LOC106791499	LOC106791499	18	16	33	16	22	8	13	14	22	13
gene-LOC106791500	LOC106791500	14	42	55	25	34	25	24	25	35	30
gene-LOC106791512	LOC106791512	0	0	0	0	0	0	0	0	0	0
gene-LOC106791511	LOC106791511	0	0	0	0	0	0	0	0	1	0
gene-LOC106791523	LOC106791523	4	5	4	1	2	3	0	0	1	1
gene-LOC106791516	LOC106791516	0	0	0	0	0	0	0	0	0	0
gene-LOC106791521	LOC106791521	0	0	0	0	0	0	1	0	0	0
gene-LOC106791518	LOC106791518	0	1	0	0	0	0	1	0	0	0
gene-LOC106791520	LOC106791520	5	1	4	0	4	0	0	0	0	0
gene-LOC106791517	LOC106791517	0	0	0	0	0	0	0	0	0	0
gene-LOC106791519	LOC106791519	0	0	0	0	0	1	3	0	2	1
gene-LOC106791540	LOC106791540	0	1	0	2	0	15	29	41	0	2
gene-LOC106791541	LOC106791541	0	0	0	0	0	0	0	0	0	0
gene-LOC106791526	LOC106791526	0	2	0	0	0	0	0	1	3	0
gene-LOC106791539	LOC106791539	39	25	33	37	43	26	27	35	67	39
gene-LOC106791537	LOC106791537	0	3	2	5	2	11	17	12	1	2
gene-LOC106791525	LOC106791525	2	6	4	3	6	3	5	4	19	4
gene-LOC106791531	LOC106791531	11	21	33	22	0	0	0	0	0	0
gene-LOC106791530	LOC106791530	4	0	6	7	2	0	2	3	8	12
gene-LOC106791528	LOC106791528	46	71	65	47	43	23	33	26	54	31
gene-LOC106791529	LOC106791529	0	0	0	0	0	0	0	0	0	0
gene-LOC106791533	LOC106791533	0	0	3	9	4	0	1	0	0	0
gene-LOC106791534	LOC106791534	2	3	0	1	3	3	2	1	3	2
gene-LOC106791536	LOC106791536	0	0	0	1	0	0	0	1	0	0
gene-LOC106791535	LOC106791535	0	0	0	0	0	1	0	1	0	0
gene-LOC106791532	LOC106791532	0	0	0	0	0	0	0	0	0	1
gene-LOC106791524	LOC106791524	0	0	0	0	0	0	0	0	0	0
gene-LOC106791527	LOC106791527	13	23	33	8	20	8	23	8	10	14
gene-LOC106791544	LOC106791544	0	0	0	0	0	1	0	1	0	2
gene-LOC106791542	LOC106791542	0	0	0	0	1	0	0	0	0	0
gene-LOC106791543	LOC106791543	0	0	0	0	0	0	0	0	0	0
gene-LOC106791547	LOC106791547	0	0	0	0	0	0	0	0	0	0
gene-LOC106791546	LOC106791546	0	0	1	0	2	0	1	2	0	2
gene-LOC106791545	LOC106791545	0	0	0	0	0	0	0	0	0	0
gene-LOC106791551	LOC106791551	0	2	2	0	4	0	3	0	4	3
gene-LOC106791548	LOC106791548	2	0	2	0	0	0	0	0	0	3
gene-LOC106791555	LOC106791555	3	5	10	10	15	5	5	8	20	7
gene-LOC106791550	LOC106791550	4	5	7	14	0	1	12	0	12	10
gene-LOC106791554	LOC106791554	11	2	8	5	16	10	7	6	2	9
gene-LOC106791552	LOC106791552	0	0	0	0	0	0	0	0	0	0
gene-LOC106791557	LOC106791557	2	0	0	3	0	0	0	0	0	0
gene-LOC106791556	LOC106791556	0	0	0	0	0	1	3	0	0	1
gene-LOC106791561	LOC106791561	0	1	0	4	2	3	5	2	0	5
gene-LOC106791559	LOC106791559	10	0	1	4	0	0	0	0	0	0
gene-LOC106791558	LOC106791558	32	37	33	28	81	21	43	21	80	55
gene-LOC106791563	LOC106791563	1	0	0	0	1	0	0	0	0	1
gene-LOC106791562	LOC106791562	3	3	4	2	1	2	0	2	2	2
gene-LOC106791560	LOC106791560	50	19	7	27	6	14	39	85	10	6
gene-LOC106791568	LOC106791568	4	11	4	4	8	1	10	6	9	5
gene-LOC106791567	LOC106791567	2	8	13	3	1	0	3	1	2	4
gene-LOC106791569	LOC106791569	0	0	1	0	0	0	1	0	3	2
gene-LOC106791566	LOC106791566	34	49	54	48	1	4	3	2	8	3
gene-LOC106791578	LOC106791578	1	4	2	1	2	1	2	0	0	0
gene-LOC106791579	LOC106791579	9	0	3	5	2	0	8	0	4	4
gene-LOC106791564	LOC106791564	26	38	21	39	3	4	2	8	0	0
gene-LOC106791565	LOC106791565	50	36	54	35	69	127	60	127	33	26
gene-LOC106791577	LOC106791577	1	2	0	0	2	1	5	2	4	0
gene-LOC106791576	LOC106791576	1	2	1	2	1	2	0	2	4	0
gene-LOC106791574	LOC106791574	0	2	0	0	7	7	9	5	10	5
gene-LOC106791575	LOC106791575	4	3	7	2	3	5	5	2	3	2
gene-LOC106791570	LOC106791570	1	1	1	14	23	44	13	15	52	6
gene-LOC106791573	LOC106791573	172	192	222	158	258	213	251	230	131	237
gene-LOC106791572	LOC106791572	34	32	42	33	60	96	93	67	29	31
gene-LOC106791571	LOC106791571	113	123	145	109	209	132	180	116	30	145
gene-LOC106791589	LOC106791589	11	15	14	27	14	9	6	11	18	8
gene-LOC106791580	LOC106791580	87	105	127	139	260	350	211	342	203	187
gene-LOC106791582	LOC106791582	551	530	616	472	1048	821	788	832	1384	968
gene-LOC106791581	LOC106791581	4	0	0	1	0	1	2	0	1	2
gene-LOC106791590	LOC106791590	1	3	2	1	1	0	0	0	2	0
gene-LOC106791591	LOC106791591	0	0	0	0	3	0	0	0	0	1
gene-LOC106791588	LOC106791588	0	0	0	0	0	3	0	1	6	4
gene-LOC106791587	LOC106791587	544	445	562	539	851	1125	924	855	1113	919
gene-LOC106791585	LOC106791585	3	0	0	0	2	0	0	0	0	0
gene-LOC106791586	LOC106791586	0	0	0	0	0	0	0	0	0	0
gene-LOC106791584	LOC106791584	32	25	29	24	48	57	48	48	89	52
gene-LOC106791583	LOC106791583	1	7	4	7	6	0	15	0	7	6
gene-LOC106791594	LOC106791594	26	42	68	48	76	71	70	68	121	64
gene-LOC106791595	LOC106791595	0	10	2	15	0	4	2	3	0	1
gene-LOC106791593	LOC106791593	0	2	1	5	5	0	6	0	3	5
gene-LOC106791592	LOC106791592	3	5	1	3	1	0	12	2	7	4
gene-LOC106791597	LOC106791597	3	3	0	3	6	2	2	2	7	1
gene-LOC106791596	LOC106791596	2	1	5	0	0	0	1	1	9	2
gene-LOC106791600	LOC106791600	2	2	3	3	6	8	3	6	9	3
gene-LOC106791599	LOC106791599	1	2	2	2	7	4	7	2	2	5
gene-LOC106791598	LOC106791598	4	0	0	3	4	0	9	1	1	1
gene-LOC106791601	LOC106791601	40	56	78	72	159	61	121	93	67	109
gene-LOC106791602	LOC106791602	210	196	253	160	501	445	507	457	438	457
gene-LOC106791603	LOC106791603	12	17	10	18	9	4	32	6	12	8
gene-LOC106791606	LOC106791606	0	0	0	0	0	0	0	0	0	0
gene-LOC106791612	LOC106791612	0	1	0	3	0	0	6	1	0	0
gene-LOC106791604	LOC106791604	0	0	0	0	1	0	0	0	0	0
gene-LOC106791614	LOC106791614	66	88	53	72	163	102	153	126	94	104
gene-LOC106791613	LOC106791613	246	255	286	297	186	133	205	165	295	169
gene-LOC106791605	LOC106791605	4	0	0	2	0	0	2	0	0	0
gene-LOC106791617	LOC106791617	1	2	1	0	1	0	4	0	0	0
gene-LOC106791618	LOC106791618	0	0	1	2	1	0	0	0	0	0
gene-LOC106791608	LOC106791608	18	30	20	51	78	37	78	52	90	36
gene-LOC106791609	LOC106791609	0	1	0	3	0	0	1	2	2	0
gene-LOC106791607	LOC106791607	6	6	5	1	8	8	8	10	9	7
gene-LOC106791610	LOC106791610	3	1	1	2	5	3	2	2	0	5
gene-LOC106791611	LOC106791611	7	12	12	2	14	13	11	4	11	10
gene-LOC106791615	LOC106791615	20	37	36	25	5	0	6	0	15	14
gene-LOC106791616	LOC106791616	49	96	75	107	132	119	131	113	234	118
gene-LOC106791625	LOC106791625	0	0	0	0	1	0	0	1	1	0
gene-LOC106791619	LOC106791619	0	0	0	0	0	0	0	0	0	0
gene-LOC106791620	LOC106791620	0	0	0	0	0	0	0	0	0	0
gene-LOC106791626	LOC106791626	2	3	0	0	0	0	2	2	1	1
gene-LOC106791624	LOC106791624	0	0	1	0	0	0	1	2	0	0
gene-LOC106791627	LOC106791627	3	2	0	3	0	1	1	0	0	0
gene-LOC106791621	LOC106791621	0	0	0	0	0	0	0	0	0	0
gene-LOC106791623	LOC106791623	0	0	0	0	0	0	0	0	0	0
gene-Trnaf-gaa-6	Trnaf-gaa	0	0	0	0	0	0	0	0	0	0
gene-LOC106791639	LOC106791639	1	0	2	0	2	1	1	0	0	1
gene-Trnal-caa-3	Trnal-caa	0	0	0	0	0	0	0	0	0	0
gene-LOC106791640	LOC106791640	4	0	0	0	1	3	2	0	0	0
gene-LOC106791641	LOC106791641	0	1	6	0	0	2	0	0	2	0
gene-LOC106791642	LOC106791642	2	4	7	2	0	0	1	0	2	0
gene-LOC106791644	LOC106791644	65	91	99	91	35	30	53	30	52	45
gene-LOC106791635	LOC106791635	6	6	1	4	9	6	7	4	2	5
gene-LOC106791638	LOC106791638	0	0	0	0	0	0	0	0	0	0
gene-LOC106791637	LOC106791637	0	3	1	3	3	2	4	1	2	4
gene-LOC106791636	LOC106791636	44	88	80	44	16	10	8	17	13	12
gene-LOC106791629	LOC106791629	46	51	66	40	117	64	77	54	84	69
gene-LOC106791632	LOC106791632	16	37	41	47	113	75	67	98	46	44
gene-LOC106791634	LOC106791634	16	5	2	4	18	11	13	15	13	6
gene-LOC106791631	LOC106791631	5	1	1	2	1	1	2	0	2	1
gene-LOC106791633	LOC106791633	68	46	49	47	15	1	37	1	25	28
gene-LOC106791647	LOC106791647	1	0	0	0	0	0	2	0	0	0
gene-LOC106791628	LOC106791628	17	18	11	23	14	12	2	7	4	0
gene-LOC106791648	LOC106791648	0	0	0	0	0	0	0	0	0	1
gene-LOC106791645	LOC106791645	12	10	12	7	1	2	1	2	5	2
gene-LOC106791646	LOC106791646	2	0	0	4	1	0	0	0	1	0
gene-LOC106791655	LOC106791655	0	0	0	0	3	2	0	15	0	2
gene-LOC106791656	LOC106791656	0	0	0	2	0	2	0	3	3	1
gene-LOC106791657	LOC106791657	0	0	0	0	1	2	1	17	2	5
gene-LOC106791654	LOC106791654	0	0	1	4	4	0	8	2	7	2
gene-LOC106791649	LOC106791649	0	0	0	0	0	0	0	1	0	0
gene-LOC106791651	LOC106791651	16	25	15	19	2	0	4	0	7	3
gene-LOC106791652	LOC106791652	1	0	0	2	3	0	2	0	0	0
gene-LOC106791653	LOC106791653	27	18	25	12	1	1	1	4	6	2
gene-LOC106791650	LOC106791650	1	2	0	1	0	0	10	0	3	1
gene-LOC106791658	LOC106791658	0	1	0	0	0	0	0	1	0	0
gene-LOC106791661	LOC106791661	24	26	22	35	32	52	46	24	40	19
gene-LOC106791659	LOC106791659	0	0	1	1	0	1	0	0	0	2
gene-LOC106791660	LOC106791660	0	0	0	0	0	0	1	0	0	0
gene-LOC106791662	LOC106791662	6	0	3	2	4	2	3	1	1	2
gene-LOC106791663	LOC106791663	1	3	0	2	13	4	3	3	6	4
gene-LOC106791685	LOC106791685	0	0	0	0	1	0	1	0	0	0
gene-LOC106791669	LOC106791669	4	2	4	6	7	7	2	5	6	8
gene-LOC106791667	LOC106791667	0	0	0	0	0	0	0	0	0	0
gene-LOC106791665	LOC106791665	32	47	29	56	35	39	39	35	43	31
gene-LOC106791668	LOC106791668	40	40	28	48	6	2	2	6	10	3
gene-LOC106791664	LOC106791664	24	27	22	34	16	20	27	30	30	14
gene-LOC106791666	LOC106791666	2	1	0	0	0	0	1	0	1	0
gene-LOC106791686	LOC106791686	8	2	2	4	8	4	4	8	7	9
gene-LOC106791679	LOC106791679	5	6	11	20	20	7	11	8	25	6
gene-LOC106791678	LOC106791678	109	64	96	118	118	55	104	87	99	97
gene-LOC106791681	LOC106791681	3	4	1	5	10	7	6	9	18	10
gene-LOC106791680	LOC106791680	0	5	0	0	0	2	0	0	1	1
gene-LOC106791684	LOC106791684	45	39	40	35	27	27	31	27	55	27
gene-LOC106791683	LOC106791683	0	0	3	0	0	0	2	0	0	1
gene-LOC106791676	LOC106791676	10	18	14	27	16	8	19	8	21	12
gene-LOC106791672	LOC106791672	0	6	7	4	0	0	0	0	0	0
gene-LOC106791670	LOC106791670	4	17	9	15	26	19	19	18	39	19
gene-LOC106791673	LOC106791673	2	9	9	17	14	9	9	5	11	7
gene-LOC106791677	LOC106791677	33	31	19	28	52	41	46	29	63	35
gene-LOC106791675	LOC106791675	0	0	0	0	0	0	0	0	0	0
gene-LOC106791674	LOC106791674	0	0	0	0	0	0	0	0	0	2
gene-LOC106791687	LOC106791687	1	1	1	0	1	3	3	2	2	6
gene-LOC106791703	LOC106791703	52	66	71	39	49	50	54	49	99	45
gene-LOC106791702	LOC106791702	3	1	4	0	0	4	7	2	1	1
gene-LOC106791700	LOC106791700	46	77	95	78	19	4	6	8	8	7
gene-LOC106791694	LOC106791694	10	16	13	13	11	7	6	8	8	4
gene-LOC106791697	LOC106791697	0	0	0	1	0	1	0	2	0	1
gene-LOC106791701	LOC106791701	4	17	19	8	31	22	23	18	30	27
gene-LOC106791698	LOC106791698	0	0	2	0	1	2	0	0	3	0
gene-LOC106791691	LOC106791691	3	1	0	1	3	0	7	1	1	3
gene-LOC106791690	LOC106791690	8	0	1	0	0	0	0	0	0	0
gene-LOC106791692	LOC106791692	13	4	5	3	1	0	1	0	0	0
gene-LOC106791689	LOC106791689	32	22	34	23	11	13	18	14	13	12
gene-LOC106791688	LOC106791688	2	1	1	2	4	4	2	4	2	3
gene-LOC106791693	LOC106791693	0	0	0	1	0	0	1	0	1	0
gene-LOC106791704	LOC106791704	2	5	5	5	6	2	7	1	5	9
gene-LOC106791705	LOC106791705	2	0	4	0	2	0	0	2	1	1
gene-LOC106791706	LOC106791706	0	0	0	0	0	0	0	0	0	0
gene-LOC106791708	LOC106791708	0	0	0	0	0	0	1	0	0	0
gene-LOC106791709	LOC106791709	0	0	0	0	0	0	0	0	0	0
gene-LOC106791710	LOC106791710	3	4	2	2	14	24	17	16	33	11
gene-LOC106791711	LOC106791711	9	11	2	3	12	8	5	15	26	14
gene-LOC106791712	LOC106791712	0	0	0	0	1	2	0	0	0	0
gene-LOC106791713	LOC106791713	0	0	0	0	0	0	0	0	0	0
gene-LOC106791714	LOC106791714	2	1	3	3	3	2	6	0	10	0
gene-LOC106791716	LOC106791716	1	6	0	2	3	0	7	0	1	4
gene-LOC106791717	LOC106791717	0	0	0	0	0	0	0	0	0	0
gene-LOC106791718	LOC106791718	0	1	0	2	0	0	0	0	0	0
gene-LOC106791732	LOC106791732	0	0	0	0	0	0	1	0	1	0
gene-LOC106791731	LOC106791731	1	0	0	0	1	1	0	0	1	0
gene-LOC106791730	LOC106791730	0	0	2	1	2	0	2	0	0	0
gene-LOC106791727	LOC106791727	19	20	13	11	23	20	24	17	33	13
gene-LOC106791726	LOC106791726	13	11	14	10	16	19	17	17	28	17
gene-LOC106791719	LOC106791719	0	0	0	0	1	0	3	0	2	1
gene-LOC106791725	LOC106791725	0	0	0	1	2	0	4	0	1	1
gene-LOC106791723	LOC106791723	11	2	4	3	13	13	19	16	11	9
gene-LOC106791724	LOC106791724	21	28	24	33	1	0	0	1	0	0
gene-LOC106791733	LOC106791733	0	0	0	0	0	0	0	0	0	0
gene-LOC106791720	LOC106791720	0	0	0	0	0	0	0	0	0	0
gene-LOC106791721	LOC106791721	0	0	0	0	2	0	0	0	0	0
gene-LOC106791728	LOC106791728	0	0	1	0	0	0	3	0	0	0
gene-LOC106791729	LOC106791729	0	0	0	2	0	0	1	0	0	0
gene-LOC106791734	LOC106791734	0	0	0	0	0	0	0	0	0	0
gene-LOC106791735	LOC106791735	1	0	6	12	4	4	0	3	19	1
gene-LOC106791749	LOC106791749	9	12	3	5	9	3	11	1	14	3
gene-LOC106791737	LOC106791737	0	0	0	0	0	0	0	0	0	1
gene-LOC106791738	LOC106791738	3	0	5	7	1	3	3	2	11	1
gene-LOC106791740	LOC106791740	158	201	176	199	281	249	226	248	445	262
gene-LOC106791739	LOC106791739	2	10	1	19	7	8	11	5	5	3
gene-LOC106791743	LOC106791743	0	0	1	0	3	1	2	0	3	1
gene-LOC106791741	LOC106791741	61	49	73	96	185	187	169	162	140	120
gene-LOC106791742	LOC106791742	110	83	140	102	24	5	18	11	26	18
gene-LOC106791746	LOC106791746	0	1	0	0	1	0	0	0	0	0
gene-LOC106791748	LOC106791748	0	2	0	0	0	0	0	0	0	0
gene-LOC106791750	LOC106791750	0	0	0	0	0	0	0	0	0	0
gene-LOC106791751	LOC106791751	1	5	2	2	7	1	4	4	3	6
gene-LOC106791744	LOC106791744	0	1	2	1	0	1	0	0	1	1
gene-LOC106791745	LOC106791745	1	0	0	1	2	3	1	2	1	0
gene-LOC106791752	LOC106791752	0	0	0	0	0	0	0	0	0	0
gene-LOC106791736	LOC106791736	0	0	0	0	0	0	0	0	0	0
gene-LOC106791763	LOC106791763	1	1	12	8	20	10	17	10	14	15
gene-LOC106791764	LOC106791764	8	8	5	15	3	0	0	0	0	0
gene-LOC106791760	LOC106791760	1	0	0	0	1	0	1	0	0	0
gene-LOC106791761	LOC106791761	1	7	0	4	4	3	5	1	5	7
gene-LOC106791754	LOC106791754	0	0	0	0	0	0	3	0	0	1
gene-LOC106791756	LOC106791756	0	9	1	13	2	6	13	3	4	4
gene-LOC106791767	LOC106791767	0	0	0	1	0	0	0	0	0	0
gene-LOC106791766	LOC106791766	0	0	0	0	1	0	0	0	0	0
gene-LOC106791757	LOC106791757	1	0	0	3	0	0	2	0	0	0
gene-LOC106791758	LOC106791758	0	0	0	0	1	0	0	0	0	0
gene-LOC106791753	LOC106791753	0	0	1	3	0	0	0	0	0	0
gene-LOC106791759	LOC106791759	0	0	0	0	0	2	0	1	0	0
gene-LOC106791765	LOC106791765	2	0	0	1	0	0	1	1	1	2
gene-LOC106791768	LOC106791768	0	0	0	0	0	0	0	0	0	0
gene-LOC106791769	LOC106791769	0	0	0	0	0	0	0	0	0	0
gene-LOC106791783	LOC106791783	3	1	2	4	5	3	6	4	5	8
gene-LOC106791782	LOC106791782	0	0	0	0	0	0	1	0	0	2
gene-LOC106791771	LOC106791771	1	5	0	0	2	2	3	1	8	0
gene-LOC106791772	LOC106791772	7	12	1	6	3	4	20	0	1	2
gene-LOC106791774	LOC106791774	43	17	23	23	38	39	33	24	70	38
gene-LOC106791776	LOC106791776	1	0	2	1	7	3	4	1	6	3
gene-LOC106791775	LOC106791775	0	0	0	0	0	0	0	0	0	0
gene-LOC106791785	LOC106791785	1	0	0	2	2	0	2	0	1	0
gene-LOC106791784	LOC106791784	2	4	3	7	5	7	3	4	6	4
gene-LOC106791778	LOC106791778	0	2	1	1	3	1	5	1	3	3
gene-LOC106791779	LOC106791779	1	0	0	0	1	1	1	0	0	1
gene-LOC106791777	LOC106791777	88	87	79	62	126	76	98	100	87	84
gene-LOC106791780	LOC106791780	0	1	0	1	3	0	5	0	1	1
gene-LOC106791781	LOC106791781	0	0	0	0	0	0	0	0	0	0
gene-LOC106791770	LOC106791770	0	0	0	0	0	0	0	0	0	0
gene-LOC106791786	LOC106791786	0	0	0	0	0	0	0	0	0	0
gene-LOC106791797	LOC106791797	0	0	0	0	1	0	0	0	2	0
gene-LOC106791798	LOC106791798	4	0	0	4	1	1	4	1	6	1
gene-LOC106791790	LOC106791790	2	0	1	5	2	2	4	2	3	1
gene-LOC106791791	LOC106791791	3	1	0	0	0	1	0	0	1	1
gene-LOC106791796	LOC106791796	3	4	2	2	17	9	11	10	16	8
gene-LOC106791794	LOC106791794	0	0	0	0	1	0	1	0	0	0
gene-LOC106791792	LOC106791792	16	21	24	21	60	28	43	44	66	35
gene-LOC106791795	LOC106791795	183	138	212	186	413	351	267	430	309	247
gene-LOC106791788	LOC106791788	5	3	1	4	6	2	5	4	4	7
gene-LOC106791787	LOC106791787	17	31	47	27	18	2	7	8	12	19
gene-LOC106791789	LOC106791789	0	0	2	0	1	0	1	0	3	0
gene-LOC106791801	LOC106791801	2	1	3	1	3	0	9	0	0	1
gene-LOC106791799	LOC106791799	91	81	73	105	125	120	129	130	166	114
gene-LOC106791808	LOC106791808	66	21	56	59	67	24	48	64	18	37
gene-LOC106791804	LOC106791804	0	0	0	0	0	1	0	5	0	0
gene-LOC106791802	LOC106791802	248	236	252	306	277	174	223	250	318	253
gene-LOC106791806	LOC106791806	5	1	8	1	8	4	5	5	7	3
gene-LOC106791807	LOC106791807	1	0	1	0	3	1	3	3	2	0
gene-LOC106791803	LOC106791803	2	1	10	8	12	7	11	12	16	15
gene-LOC106791805	LOC106791805	4	6	8	3	2	2	8	3	6	6
gene-LOC106791810	LOC106791810	1	2	4	1	6	3	1	1	0	0
gene-LOC106791809	LOC106791809	0	2	3	2	2	2	7	1	2	2
gene-LOC106791813	LOC106791813	0	0	0	0	0	0	0	0	0	0
gene-LOC106791811	LOC106791811	6	7	1	16	10	12	51	10	21	13
gene-LOC106791833	LOC106791833	9	8	6	11	5	9	16	11	6	8
gene-LOC106791830	LOC106791830	11	11	8	3	5	7	4	10	14	1
gene-LOC106791831	LOC106791831	0	0	0	0	0	0	0	0	0	0
gene-LOC106791832	LOC106791832	0	0	0	0	1	1	0	1	0	1
gene-LOC106791838	LOC106791838	0	0	0	0	0	0	0	0	0	0
gene-LOC106791829	LOC106791829	0	3	0	2	0	0	3	0	1	1
gene-LOC106791837	LOC106791837	9	3	3	0	2	1	0	2	3	1
gene-LOC106791836	LOC106791836	1	0	0	0	0	0	0	1	0	0
gene-LOC106791828	LOC106791828	0	0	0	0	0	0	0	0	0	0
gene-LOC106791814	LOC106791814	0	0	0	0	0	0	1	0	0	0
gene-LOC106791824	LOC106791824	1	1	0	1	0	1	1	4	1	3
gene-LOC106791825	LOC106791825	5	2	0	0	2	0	1	1	0	0
gene-LOC106791826	LOC106791826	0	1	3	2	3	0	3	1	0	0
gene-LOC106791834	LOC106791834	0	2	1	0	1	2	0	1	3	2
gene-LOC106791839	LOC106791839	0	0	0	0	0	0	1	0	0	0
gene-LOC106791820	LOC106791820	16	14	35	14	1	0	0	0	2	1
gene-LOC106791817	LOC106791817	23	35	27	15	11	8	14	7	12	18
gene-LOC106791822	LOC106791822	6	4	9	2	13	10	12	7	23	10
gene-LOC106791816	LOC106791816	1	0	0	0	3	4	2	0	0	1
gene-LOC106791815	LOC106791815	22	56	86	220	30	4	360	149	6	0
gene-LOC106791819	LOC106791819	4	12	15	14	5	4	2	3	2	1
gene-LOC106791818	LOC106791818	23	12	15	8	0	0	0	1	0	0
gene-LOC106791823	LOC106791823	1	0	2	0	0	2	0	0	0	0
gene-LOC106791852	LOC106791852	23	16	25	39	43	32	24	31	78	47
gene-LOC106791853	LOC106791853	42	43	49	58	27	22	29	27	34	21
gene-LOC106791862	LOC106791862	0	0	0	0	0	0	0	0	1	0
gene-LOC106791854	LOC106791854	0	0	0	0	1	1	0	0	4	0
gene-LOC106791858	LOC106791858	4	0	0	2	4	0	4	0	3	1
gene-LOC106791851	LOC106791851	7	1	4	2	0	0	3	0	0	0
gene-LOC106791850	LOC106791850	29	18	13	20	14	39	19	20	17	9
gene-LOC106791864	LOC106791864	3	0	0	0	0	2	5	2	4	0
gene-LOC106791863	LOC106791863	5	6	6	5	24	15	6	7	12	20
gene-LOC106791848	LOC106791848	4	15	24	8	5	5	5	7	3	8
gene-LOC106791849	LOC106791849	10	2	11	5	22	15	18	15	22	14
gene-LOC106791841	LOC106791841	8	16	8	13	30	28	18	28	15	15
gene-LOC106791842	LOC106791842	30	23	18	30	15	5	89	7	39	21
gene-LOC106791856	LOC106791856	46	22	22	20	0	0	2	0	8	3
gene-LOC106791855	LOC106791855	37	36	63	61	15	6	22	23	9	19
gene-LOC106791857	LOC106791857	3	18	5	7	5	6	10	10	5	4
gene-LOC106791861	LOC106791861	5	0	0	0	2	0	1	0	1	4
gene-LOC106791860	LOC106791860	1	2	4	1	5	0	10	1	9	5
gene-LOC106791843	LOC106791843	71	48	76	48	60	84	53	48	89	45
gene-LOC106791847	LOC106791847	0	0	4	4	3	2	0	0	2	1
gene-LOC106791844	LOC106791844	0	2	0	2	0	0	1	0	0	0
gene-LOC106791846	LOC106791846	4	2	5	0	2	3	4	0	0	0
gene-LOC106791845	LOC106791845	4	0	2	3	1	0	3	6	1	4
