Geneid	gene_name	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106790461	LOC106790461	20	61	62	34	38	46	23	51	48	36
gene-LOC106790460	LOC106790460	861	512	810	817	793	854	802	471	437	502
gene-Trnaq-cug-3	Trnaq-cug	0	0	0	0	0	0	0	0	0	0
gene-LOC106790449	LOC106790449	47	119	156	153	101	115	44	183	166	191
gene-LOC106790445	LOC106790445	30	46	63	34	66	46	31	66	48	73
gene-LOC106790459	LOC106790459	417	244	888	684	567	583	662	324	286	273
gene-LOC106790457	LOC106790457	28887	1134	29713	5416	37172	22062	29895	5247	9390	3569
gene-LOC106790458	LOC106790458	1929	712	2344	1713	1814	2250	2481	872	716	966
gene-LOC106790446	LOC106790446	188	2	1	3	133	49	333	92	54	118
gene-LOC106790447	LOC106790447	249	11	2	5	175	49	447	94	74	135
gene-LOC106790472	LOC106790472	0	0	0	0	0	0	0	0	0	0
gene-LOC106790467	LOC106790467	1447	947	1924	1593	1542	1782	1397	1043	915	876
gene-LOC106790471	LOC106790471	447	334	1309	693	460	711	636	316	305	427
gene-LOC106790480	LOC106790480	5621	1299	4311	2931	4927	4394	4926	1985	1618	2589
gene-LOC106790483	LOC106790483	94	105	90	51	74	130	65	81	42	103
gene-LOC106790482	LOC106790482	68	38	85	35	66	70	41	27	34	43
gene-LOC106790481	LOC106790481	233	145	135	142	263	229	189	175	158	188
gene-LOC106790476	LOC106790476	4	2	1	2	3	7	2	1	0	0
gene-LOC106790479	LOC106790479	12098	5230	15347	8620	9368	14914	9945	4607	3722	4795
gene-LOC106790477	LOC106790477	4	1	4	1	9	14	6	6	0	11
gene-LOC106790478	LOC106790478	10	0	2	0	4	2	7	5	1	2
gene-LOC106790496	LOC106790496	1118	196	256	312	761	807	726	360	273	329
gene-LOC106790497	LOC106790497	4	1	6	1	3	1	6	0	1	0
gene-LOC106790486	LOC106790486	15	0	0	9	20	2	13	5	4	0
gene-LOC106790503	LOC106790503	275	57	18	49	253	163	134	58	79	78
gene-LOC106790490	LOC106790490	181	221	285	255	229	304	178	198	194	165
gene-LOC106790492	LOC106790492	1093	999	824	879	961	1260	1149	468	754	698
gene-LOC106790489	LOC106790489	416	301	452	333	458	447	423	261	218	234
gene-LOC106790488	LOC106790488	468	437	574	482	554	591	495	361	345	413
gene-LOC106790500	LOC106790500	533	248	463	383	431	538	544	202	184	295
gene-LOC106790499	LOC106790499	3554	1785	4969	3200	3350	4046	4239	1527	1472	1778
gene-LOC106790485	LOC106790485	5	116	103	78	60	43	2	138	120	164
gene-LOC106790493	LOC106790493	522	221	384	305	437	414	560	238	176	278
gene-LOC106790494	LOC106790494	64	90	100	108	74	87	87	169	88	136
gene-LOC106790484	LOC106790484	5	4	15	8	10	8	7	10	9	13
gene-LOC106790495	LOC106790495	843	316	699	731	898	910	939	354	417	469
gene-LOC106790504	LOC106790504	347	161	441	344	390	351	444	235	175	202
gene-LOC106790502	LOC106790502	0	57	0	1	0	0	0	43	55	55
gene-LOC106790501	LOC106790501	225	219	354	314	337	335	241	225	234	287
gene-LOC106790487	LOC106790487	0	0	0	0	0	0	0	13	0	0
gene-LOC106790518	LOC106790518	861	611	994	664	785	910	804	472	549	459
gene-LOC106790519	LOC106790519	865	933	742	603	926	873	875	607	682	751
gene-LOC106790517	LOC106790517	730	636	752	547	698	721	636	486	517	583
gene-LOC106790515	LOC106790515	108	202	288	215	238	206	83	249	254	313
gene-LOC106790516	LOC106790516	712	214	1083	654	707	688	892	207	238	264
gene-LOC106790514	LOC106790514	468	230	421	328	432	472	586	293	195	236
gene-LOC106790513	LOC106790513	977	567	666	600	937	959	821	535	452	588
gene-LOC106790520	LOC106790520	130	19	192	114	95	163	153	51	40	88
gene-LOC106790521	LOC106790521	467	325	619	239	380	464	380	181	180	204
gene-LOC106790522	LOC106790522	228	227	255	244	247	252	200	224	271	201
gene-LOC106790523	LOC106790523	648	365	678	515	635	763	669	344	347	421
gene-LOC106790525	LOC106790525	725	133	586	302	394	644	587	242	189	253
gene-LOC106790527	LOC106790527	2258	738	2096	1716	1822	2431	2027	798	791	960
gene-LOC106790524	LOC106790524	380	187	321	323	353	442	311	267	209	272
gene-LOC106790509	LOC106790509	54	26	81	40	58	58	35	13	35	35
gene-LOC106790505	LOC106790505	553	649	847	564	648	771	804	400	475	568
gene-LOC106790507	LOC106790507	582	244	660	495	520	586	563	275	315	303
gene-LOC106790511	LOC106790511	1429	791	1811	1089	1182	1209	1514	756	627	650
gene-LOC106790508	LOC106790508	323	151	488	332	303	334	320	176	174	183
gene-LOC106790512	LOC106790512	1038	308	807	779	1270	1112	958	542	521	594
gene-LOC106790506	LOC106790506	0	0	0	0	0	0	0	0	0	0
gene-LOC106790537	LOC106790537	217	320	423	308	278	322	206	230	312	344
gene-LOC106790538	LOC106790538	34	109	159	117	119	112	21	110	105	149
gene-LOC106790530	LOC106790530	523	238	693	505	558	579	642	279	242	324
gene-LOC106790532	LOC106790532	1593	554	2828	1407	1610	1797	1885	760	502	801
gene-LOC106790534	LOC106790534	148	457	434	497	544	460	86	438	480	432
gene-LOC106790536	LOC106790536	11	4	13	10	9	15	10	8	14	12
gene-LOC106790533	LOC106790533	1378	484	1390	1420	1563	1633	1464	737	687	725
gene-LOC106790539	LOC106790539	38	51	48	45	79	82	37	23	47	18
gene-LOC106790528	LOC106790528	0	0	0	0	0	0	0	0	0	0
gene-LOC106790531	LOC106790531	1	6	5	1	0	2	4	1	2	8
gene-LOC106790529	LOC106790529	0	0	0	0	0	0	0	0	0	0
gene-LOC106790549	LOC106790549	141	219	205	166	205	246	173	265	210	316
gene-LOC106790540	LOC106790540	0	0	0	2	5	13	4	2	8	0
gene-LOC106790551	LOC106790551	424	264	474	395	439	534	483	245	210	273
gene-LOC106790541	LOC106790541	19	20	39	36	16	57	41	43	22	14
gene-LOC106790548	LOC106790548	86	45	99	65	102	117	89	74	50	59
gene-LOC106790542	LOC106790542	3444	1648	2586	2333	2884	3551	2761	1578	1704	2018
gene-Trnaa-agc-5	Trnaa-agc	0	0	0	0	0	0	0	0	0	0
gene-Trnaa-agc-6	Trnaa-agc	0	0	0	0	0	0	0	0	0	0
gene-Trnaa-agc-7	Trnaa-agc	0	0	0	0	0	0	0	0	0	0
gene-Trnaa-agc-8	Trnaa-agc	0	0	0	0	0	0	0	0	0	0
gene-Trnaa-agc-9	Trnaa-agc	0	0	0	0	0	0	0	0	0	0
gene-LOC106790544	LOC106790544	43	7	1	9	30	31	50	33	9	18
gene-LOC106790545	LOC106790545	39548	23537	37983	34453	38955	42219	45482	14371	21966	18250
gene-LOC106790546	LOC106790546	176	157	165	170	195	200	166	201	149	227
gene-LOC106790547	LOC106790547	1214	738	831	1165	1108	1934	1159	788	907	893
gene-LOC106790552	LOC106790552	0	0	0	0	0	0	0	0	0	0
gene-LOC106790556	LOC106790556	0	1	0	0	0	0	0	2	0	0
gene-LOC106790555	LOC106790555	0	0	0	1	0	0	0	0	0	0
gene-LOC106790557	LOC106790557	18	22	8	12	14	31	14	26	30	19
gene-LOC106790558	LOC106790558	0	0	0	0	0	0	0	0	0	0
gene-LOC106790553	LOC106790553	3	1	4	5	3	5	2	1	0	1
gene-LOC106790554	LOC106790554	0	0	0	0	0	0	0	0	0	0
gene-LOC106790569	LOC106790569	2164	755	2242	1834	1825	2329	2091	759	795	1040
gene-LOC106790564	LOC106790564	4016	2892	3113	3649	3622	4339	2986	1946	1719	2009
gene-LOC106790565	LOC106790565	477	423	738	528	471	612	407	475	420	457
gene-LOC106790566	LOC106790566	18	167	130	141	108	118	18	186	160	296
gene-LOC106790568	LOC106790568	15	36	40	37	19	30	14	54	29	25
gene-LOC106790567	LOC106790567	668	330	711	547	490	732	654	492	310	607
gene-LOC106790559	LOC106790559	2387	801	2254	1558	1804	2421	2436	861	773	799
gene-LOC106790560	LOC106790560	2551	1250	3128	1934	2470	2678	2281	1332	1229	1130
gene-LOC106790561	LOC106790561	192	152	197	140	230	210	234	121	132	141
gene-LOC106790562	LOC106790562	25	12	14	9	26	18	21	2	6	8
gene-LOC106790563	LOC106790563	56	27	96	50	52	60	59	24	24	31
gene-LOC106790581	LOC106790581	2561	1950	2111	2169	2198	2574	1866	1102	1295	1604
gene-LOC106790582	LOC106790582	22	5	0	0	6	1	11	18	17	6
gene-LOC106790572	LOC106790572	30	8	13	15	11	16	17	6	12	10
gene-LOC106790579	LOC106790579	6399	2651	9073	4060	5123	6801	4223	1716	1796	1875
gene-LOC106790580	LOC106790580	2	1	1	2	7	3	6	2	1	0
gene-LOC106790575	LOC106790575	3762	2071	292	142	2267	2689	7934	192	1568	1086
gene-LOC106790578	LOC106790578	233	79	288	198	192	171	229	81	76	61
gene-LOC106790573	LOC106790573	188	95	85	112	164	288	280	102	142	128
gene-LOC106790574	LOC106790574	227	118	329	232	248	347	278	104	140	89
gene-LOC106790577	LOC106790577	318	222	300	278	265	377	277	188	195	195
gene-LOC106790576	LOC106790576	2405	707	1324	1308	2237	2129	2562	1229	1000	1288
gene-LOC106790570	LOC106790570	0	0	0	0	0	0	0	0	1	0
gene-LOC106790584	LOC106790584	577	123	367	229	506	506	363	263	226	260
gene-LOC106790615	LOC106790615	176	174	276	177	209	261	198	122	124	129
gene-LOC106790618	LOC106790618	434	218	571	484	472	530	434	278	197	305
gene-LOC106790616	LOC106790616	1194	521	1313	1029	1077	1264	1233	581	587	665
gene-LOC106790617	LOC106790617	335	649	316	354	382	346	256	422	454	627
gene-LOC106790614	LOC106790614	45	4	19	19	19	32	36	16	11	15
gene-LOC106790622	LOC106790622	558	298	452	456	485	511	425	393	323	487
gene-LOC106790623	LOC106790623	1850	912	2514	2067	1643	2165	2245	737	893	868
gene-LOC106790619	LOC106790619	11	80	43	37	38	41	16	66	54	71
gene-LOC106790620	LOC106790620	353	154	328	316	387	374	435	199	203	238
gene-LOC106790611	LOC106790611	1386	909	1227	1251	1485	1506	1466	679	928	825
gene-LOC106790612	LOC106790612	1429	1095	2049	1798	1970	2052	1551	1107	1188	1250
gene-LOC106790613	LOC106790613	1447	672	1273	1034	1150	1426	1389	534	580	524
gene-LOC106790605	LOC106790605	341	42	180	154	238	377	239	132	74	176
gene-LOC106790606	LOC106790606	198	82	251	169	155	237	172	105	107	116
gene-LOC106790610	LOC106790610	56	28	189	64	95	78	90	67	29	50
gene-LOC106790609	LOC106790609	1009	179	658	517	843	801	709	325	303	296
gene-LOC106790607	LOC106790607	1885	957	2831	2016	1639	2156	1741	1086	982	937
gene-LOC106790624	LOC106790624	158	28	91	128	99	147	135	67	36	44
gene-LOC106790585	LOC106790585	651	315	838	670	701	884	610	423	306	387
gene-LOC106790588	LOC106790588	558	298	513	426	508	689	460	342	272	343
gene-LOC106790590	LOC106790590	106	21	67	56	80	110	40	51	39	58
gene-LOC106790587	LOC106790587	1968	1253	2562	2085	1572	2340	1841	1253	951	1138
gene-LOC106790589	LOC106790589	557	118	585	436	518	592	710	202	118	220
gene-LOC106790586	LOC106790586	414	135	515	333	284	551	352	238	152	243
gene-LOC106790593	LOC106790593	2652	436	1064	1244	1482	1819	3009	994	669	1010
gene-LOC106790591	LOC106790591	4056	1215	4290	2919	3170	4140	3585	1224	1092	1422
gene-LOC106790594	LOC106790594	1	5	3	6	4	11	4	1	0	1
gene-LOC106790597	LOC106790597	178	73	171	129	168	157	166	200	73	139
gene-LOC106790596	LOC106790596	315	224	300	269	328	379	335	241	166	256
gene-LOC106790595	LOC106790595	638	453	660	523	624	615	503	570	485	577
gene-LOC106790621	LOC106790621	2376	982	1885	1826	1908	2614	2401	1023	1028	1147
gene-LOC106790599	LOC106790599	311	59	358	352	324	323	325	152	113	138
gene-LOC106790598	LOC106790598	1159	445	819	766	1241	1116	1075	511	491	654
gene-LOC106790600	LOC106790600	5611	2090	4743	4006	4709	5839	5892	2599	2166	2906
gene-LOC106790602	LOC106790602	122	130	169	151	122	119	96	200	138	176
gene-LOC106790604	LOC106790604	78	99	181	140	131	153	83	135	100	97
gene-LOC106790603	LOC106790603	1073	447	1123	750	988	1166	904	462	449	580
gene-LOC106790626	LOC106790626	16	9	18	10	10	11	24	3	13	2
gene-LOC106790625	LOC106790625	2092	383	1263	1000	1539	1525	1651	447	493	525
gene-LOC106790627	LOC106790627	0	0	0	0	0	0	0	0	0	2
gene-LOC106790628	LOC106790628	0	0	0	0	0	0	0	0	0	0
gene-LOC106790629	LOC106790629	6	2	0	0	0	1	0	0	0	0
gene-LOC106790653	LOC106790653	444	296	546	415	534	575	421	338	289	332
gene-LOC106790636	LOC106790636	1173	528	1538	1169	1102	1333	1250	508	523	616
gene-LOC106790632	LOC106790632	2092	571	1724	1248	1652	2102	1596	694	583	1091
gene-LOC106790638	LOC106790638	115	49	262	109	97	172	89	50	38	78
gene-LOC106790637	LOC106790637	958	471	1320	1062	881	1300	1033	420	392	503
gene-LOC106790635	LOC106790635	9999	4275	11303	9432	9854	12358	10327	4475	4692	5126
gene-LOC106790634	LOC106790634	379	214	300	364	381	510	297	294	230	295
gene-LOC106790633	LOC106790633	7232	2730	4423	4615	6261	6040	7007	2853	3515	3779
gene-LOC106790631	LOC106790631	333	342	287	401	343	277	293	477	561	339
gene-LOC106790640	LOC106790640	434	324	415	351	451	504	472	339	378	435
gene-LOC106790639	LOC106790639	1225	522	1295	890	1107	1289	1224	543	494	561
gene-LOC106790641	LOC106790641	35	12	29	21	25	35	27	14	18	13
gene-LOC106790649	LOC106790649	516	1483	1147	1132	836	669	699	1241	1002	1030
gene-LOC106790648	LOC106790648	13730	7257	14733	13232	14308	16256	12634	7003	7683	8355
gene-LOC106790630	LOC106790630	205	93	232	179	160	210	170	158	156	191
gene-LOC106790651	LOC106790651	908	109	755	471	489	614	634	162	196	165
gene-Trnak-cuu-5	Trnak-cuu	0	0	0	0	0	0	0	0	0	0
gene-LOC106790652	LOC106790652	620	293	512	569	569	841	568	283	284	310
gene-Trnar-ccu-3	Trnar-ccu	0	0	0	0	0	0	0	0	0	0
gene-LOC106790642	LOC106790642	91	11	22	10	52	25	22	21	9	7
gene-LOC106790646	LOC106790646	692	420	808	642	669	820	644	490	466	627
gene-LOC106790644	LOC106790644	202	185	289	234	235	206	201	187	206	180
gene-LOC106790645	LOC106790645	32	16	66	37	33	50	31	26	8	44
gene-LOC106790643	LOC106790643	1420	12	14	8	12	1496	1685	22	467	448
gene-LOC106790654	LOC106790654	114	17	13	52	28	136	67	61	26	37
gene-LOC106790656	LOC106790656	7	1	19	5	1	4	3	7	1	0
gene-LOC106790657	LOC106790657	5	1	0	8	2	6	2	5	4	1
gene-LOC106790658	LOC106790658	0	0	2	0	0	0	0	0	0	0
gene-LOC106790699	LOC106790699	3149	1122	4028	8033	2956	4135	3329	1594	1154	1808
gene-LOC106790693	LOC106790693	1547	702	1707	1440	1454	1766	1622	671	684	949
gene-LOC106790694	LOC106790694	129	63	187	136	154	143	108	82	64	88
gene-LOC106790667	LOC106790667	97	193	134	142	130	161	79	386	284	258
gene-LOC106790672	LOC106790672	10	9	9	9	6	13	8	15	14	17
gene-LOC106790669	LOC106790669	185	250	263	275	243	276	171	301	267	295
gene-LOC106790670	LOC106790670	54	132	170	144	177	151	56	141	168	151
gene-LOC106790671	LOC106790671	246	163	216	220	251	269	174	155	144	196
gene-LOC106790668	LOC106790668	163	53	203	145	131	149	117	88	74	76
gene-LOC106790666	LOC106790666	262	190	455	244	246	359	260	193	200	174
gene-LOC106790665	LOC106790665	702	207	694	466	597	709	573	225	279	360
gene-LOC106790698	LOC106790698	934	492	1361	805	877	976	1037	494	470	407
gene-LOC106790662	LOC106790662	12854	5970	8289	9045	12235	12384	11838	5533	5674	6891
gene-LOC106790664	LOC106790664	0	0	3	0	0	1	0	0	0	0
gene-LOC106790663	LOC106790663	551	584	429	464	653	703	630	519	481	593
gene-LOC106790683	LOC106790683	34	100	61	27	30	27	39	125	93	127
gene-LOC106790681	LOC106790681	256	225	423	353	371	425	259	281	307	324
gene-LOC106790682	LOC106790682	679	867	1022	547	396	632	575	872	991	1132
gene-LOC106790688	LOC106790688	7852	3406	11097	6769	7367	8327	9047	2725	3275	3891
gene-LOC106790689	LOC106790689	0	0	4	0	0	2	2	0	3	1
gene-LOC106790697	LOC106790697	292	106	350	264	297	342	333	151	138	142
gene-LOC106790696	LOC106790696	344	212	544	389	429	462	380	197	244	266
gene-LOC106790691	LOC106790691	579	388	807	419	525	639	606	421	436	466
gene-LOC106790690	LOC106790690	574	225	504	434	474	642	561	182	218	217
gene-LOC106790661	LOC106790661	1	0	3	1	2	2	2	0	2	3
gene-LOC106790674	LOC106790674	831	278	627	484	767	872	891	309	332	365
gene-LOC106790673	LOC106790673	1487	406	1053	1036	1376	1377	1592	534	870	637
gene-LOC106790675	LOC106790675	5195	3170	6646	4595	5464	5827	7136	2550	2687	3151
gene-LOC106790695	LOC106790695	790	342	596	446	720	545	1206	550	341	333
gene-LOC106790676	LOC106790676	51	39	88	56	54	57	54	54	28	59
gene-LOC106790677	LOC106790677	101	80	193	155	127	153	94	82	46	83
gene-LOC106790679	LOC106790679	2964	498	2630	2094	2514	2781	2995	786	578	739
gene-LOC106790678	LOC106790678	89	103	183	106	78	138	100	128	115	95
gene-LOC106790684	LOC106790684	1581	662	1331	999	1471	1491	1474	623	704	653
gene-LOC106790685	LOC106790685	969	529	1325	1067	886	1217	1165	555	595	690
gene-LOC106790686	LOC106790686	47	86	105	76	105	95	48	92	103	116
gene-LOC106790687	LOC106790687	2	0	0	0	0	0	3	3	3	5
gene-LOC106790660	LOC106790660	2	5	3	7	3	5	2	8	5	5
gene-LOC106790700	LOC106790700	17	43	17	15	29	17	14	46	51	52
gene-LOC106790721	LOC106790721	255	9	0	1	36	2	161	152	41	43
gene-LOC106790709	LOC106790709	2327	1522	3238	2284	2080	3054	2817	1166	1472	1764
gene-LOC106790708	LOC106790708	305	211	385	173	308	284	247	121	170	197
gene-LOC106790710	LOC106790710	3193	998	2485	2784	2969	3466	2841	1104	992	1316
gene-LOC106790717	LOC106790717	728	444	1725	717	733	917	985	518	593	439
gene-LOC106790716	LOC106790716	1588	508	1910	1337	1375	1774	2007	624	588	630
gene-LOC106790715	LOC106790715	360	273	342	427	387	363	375	288	345	377
gene-LOC106790714	LOC106790714	1324	463	1543	1150	1258	1367	1617	579	530	664
gene-LOC106790707	LOC106790707	1	0	7	2	4	6	4	2	0	10
gene-LOC106790706	LOC106790706	295	44	359	152	232	349	193	81	76	117
gene-LOC106790702	LOC106790702	1303	472	1256	1048	1176	1459	1319	532	463	575
gene-LOC106790711	LOC106790711	8666	2345	4795	5796	7459	7723	9647	3544	3150	4383
gene-LOC106790712	LOC106790712	772	268	788	700	761	704	826	256	293	334
gene-LOC106790704	LOC106790704	259	300	313	282	277	320	210	265	263	250
gene-LOC106790703	LOC106790703	1311	564	1376	573	1269	1321	1003	641	625	649
gene-LOC106790720	LOC106790720	55	61	73	40	62	44	65	15	16	16
gene-LOC106790719	LOC106790719	127	197	247	194	194	219	119	247	139	308
gene-LOC106790701	LOC106790701	0	0	0	0	0	0	0	0	0	0
gene-LOC106790713	LOC106790713	912	349	499	488	666	813	910	605	398	429
gene-LOC106790737	LOC106790737	244	131	292	208	268	275	259	142	146	175
gene-LOC106790729	LOC106790729	117	127	228	142	171	176	109	120	157	136
gene-LOC106790724	LOC106790724	6367	1648	3395	2418	5201	5918	4960	2262	1728	2529
gene-LOC106790722	LOC106790722	17203	3834	24386	10778	14868	19364	15226	5929	5379	6287
gene-LOC106790726	LOC106790726	6271	1321	4030	2993	4357	6081	5184	2048	1609	2325
gene-LOC106790728	LOC106790728	5	0	5	7	3	6	2	0	0	0
gene-LOC106790727	LOC106790727	445	148	398	426	365	484	414	182	172	219
gene-LOC106790732	LOC106790732	0	1	0	1	4	2	2	0	0	0
gene-LOC106790723	LOC106790723	0	0	0	0	0	0	0	0	0	0
gene-LOC106790730	LOC106790730	145	65	150	133	136	154	86	96	107	83
gene-LOC106790734	LOC106790734	169	193	154	129	229	167	123	210	196	232
gene-LOC106790735	LOC106790735	25	84	62	57	49	44	30	72	81	87
gene-LOC106790733	LOC106790733	207	117	187	201	187	207	143	173	179	209
gene-LOC106790736	LOC106790736	588	265	1111	419	536	626	712	174	291	197
gene-LOC106790756	LOC106790756	33	66	89	65	76	79	42	77	42	111
gene-LOC106790757	LOC106790757	496	342	552	529	464	566	466	418	296	369
gene-LOC106790758	LOC106790758	1623	1725	1523	1341	1634	2046	1777	1230	1465	1658
gene-LOC106790759	LOC106790759	804	485	1369	958	1395	1170	1290	818	657	762
gene-LOC106790772	LOC106790772	73	18	26	14	29	23	26	79	39	75
gene-LOC106790760	LOC106790760	6739	5256	5235	5700	7931	7419	6118	6886	6651	7948
gene-LOC106790764	LOC106790764	221	149	233	163	232	231	204	164	165	213
gene-LOC106790761	LOC106790761	59	92	81	61	84	75	73	126	69	105
gene-LOC106790763	LOC106790763	95	70	100	71	79	79	65	91	73	71
gene-LOC106790765	LOC106790765	1869	1475	993	2154	2314	3283	1664	1576	1504	1799
gene-LOC106790738	LOC106790738	19	5	4	13	4	10	3	11	7	2
gene-LOC106790739	LOC106790739	310	97	383	215	209	359	238	95	59	144
gene-LOC106790745	LOC106790745	2446	687	1945	1787	2159	2618	2413	756	680	932
gene-LOC106790767	LOC106790767	636	685	534	425	819	672	535	345	501	498
gene-LOC106790743	LOC106790743	820	44	110	140	766	167	234	336	111	173
gene-LOC106790771	LOC106790771	1	0	1	4	1	2	0	1	0	3
gene-LOC106790744	LOC106790744	35	90	28	21	33	35	37	144	105	158
gene-LOC106790769	LOC106790769	949	401	1048	796	937	953	1078	393	331	473
gene-LOC106790755	LOC106790755	485	364	480	422	512	509	487	372	365	411
gene-LOC106790754	LOC106790754	1915	1683	3385	2232	2219	2598	1630	1988	1558	1859
gene-LOC106790740	LOC106790740	345	435	1253	581	545	556	459	569	438	524
gene-LOC106790766	LOC106790766	621	420	870	747	682	946	659	465	454	515
gene-LOC106790770	LOC106790770	166	288	308	230	260	259	162	307	230	315
gene-LOC106790768	LOC106790768	163	226	376	481	345	397	145	270	218	271
gene-LOC106790741	LOC106790741	122	475	196	182	130	135	93	471	782	394
gene-LOC106790748	LOC106790748	514	289	1006	586	573	630	541	234	246	325
gene-LOC106790750	LOC106790750	248	123	319	237	271	279	205	134	149	242
gene-LOC106790753	LOC106790753	172	57	122	82	95	121	125	84	53	68
gene-LOC106790751	LOC106790751	1332	485	969	913	1236	1353	1450	580	524	853
gene-LOC106790752	LOC106790752	105	73	125	99	107	102	95	108	90	127
gene-LOC106790749	LOC106790749	1021	498	982	989	1045	1177	1092	636	636	640
gene-LOC106790746	LOC106790746	1571	734	1066	1242	1645	1486	1548	945	755	1277
gene-LOC106790778	LOC106790778	45	12	17	8	77	15	84	44	31	30
gene-LOC106790776	LOC106790776	137	21	64	82	86	150	200	50	41	61
gene-LOC106790775	LOC106790775	2832	4431	6161	6015	3144	5218	4072	3228	3006	3015
gene-LOC106790774	LOC106790774	1044	593	1136	865	809	1235	1058	903	686	648
gene-LOC106790773	LOC106790773	1522	1321	980	1158	1418	1711	1166	783	1051	1075
gene-LOC106790796	LOC106790796	1390	654	1481	1269	1208	1663	1430	552	641	739
gene-LOC106790794	LOC106790794	105	176	203	149	154	179	87	204	197	262
gene-LOC106790795	LOC106790795	233	227	182	147	223	220	245	215	183	248
gene-LOC106790799	LOC106790799	615	478	579	493	566	706	460	459	327	380
gene-LOC106790800	LOC106790800	164	153	126	141	135	202	163	157	111	121
gene-LOC106790780	LOC106790780	19	97	82	50	67	48	14	92	91	80
gene-LOC106790781	LOC106790781	2580	1144	2641	2134	2528	2810	3050	1437	1268	1456
gene-LOC106790784	LOC106790784	5	5	6	5	4	8	8	5	14	15
gene-LOC106790783	LOC106790783	1510	671	1069	1115	1541	1419	1005	764	824	1002
gene-LOC106790789	LOC106790789	60	58	63	74	51	86	37	96	108	122
gene-LOC106790786	LOC106790786	35	67	172	131	142	149	19	111	88	131
gene-LOC106790788	LOC106790788	927	569	1406	1136	905	1295	918	549	586	570
gene-LOC106790785	LOC106790785	409	130	587	405	419	464	408	194	162	274
gene-LOC106790787	LOC106790787	89	143	197	158	124	114	120	130	134	176
gene-LOC106790782	LOC106790782	9405	8793	4836	9003	6888	8007	5660	12394	10279	8580
gene-LOC106790793	LOC106790793	9	0	0	5	2	0	20	0	2	1
