Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0005529	XP_395328.3	Caust.v2_003864, Caust.v2_003865		
OG0005530	XP_395332.2	Caust.v2_013517, Caust.v2_021029		
OG0005531	XP_395366.2		XP_017889463.1, XP_017889465.1	
OG0005532	XP_395370.1	Caust.v2_006014		XP_033320897.1
OG0005533	XP_395416.4	Caust.v2_003527		XP_033333333.1
OG0005534	XP_395421.4		XP_017875361.1	XP_033338742.1
OG0005535	XP_395429.3	Caust.v2_022484	XP_026675254.1	
OG0005536	XP_395486.2		XP_017882631.1	XP_033330451.1
OG0005537	XP_395493.4		XP_017891233.1	XP_033329261.1
OG0005538	XP_395502.2	Caust.v2_010870		XP_033326585.1
OG0005539	XP_395543.4	Caust.v2_008364		XP_033321498.1
OG0005540	XP_395566.3	Caust.v2_001650		XP_033341720.1
OG0005541	XP_395632.3	Caust.v2_004142		XP_033321062.1
OG0005542	XP_395661.4	Caust.v2_008268	XP_026674691.1	
OG0005543	XP_395755.2	Caust.v2_002732	XP_017880766.1	
OG0005544	XP_395760.4		XP_017883410.1	XP_033326794.1
OG0005545	XP_395767.4	Caust.v2_009919		XP_033340710.1
OG0005546	XP_395787.4	Caust.v2_016261, Caust.v2_020294		
OG0005547	XP_395844.3		XP_017892449.1, XP_017892451.1	
OG0005548	XP_395892.2	Caust.v2_006749	XP_017883090.1	
OG0005549	XP_395900.2	Caust.v2_004332	XP_017883499.1	
OG0005550	XP_395902.2	Caust.v2_009188		XP_033324315.1
OG0005551	XP_395913.3	Caust.v2_011930		XP_033326950.1
OG0005552	XP_395929.2	Caust.v2_007899	XP_026668356.1	
OG0005553	XP_395945.2	Caust.v2_006414		XP_033338312.1
OG0005554	XP_396004.2		XP_017879573.1	XP_033327988.1
OG0005555	XP_396012.1		XP_026669043.1	XP_033328072.1
OG0005556	XP_396039.6	Caust.v2_011670, Caust.v2_018395		
OG0005557	XP_396051.1	Caust.v2_016322, Caust.v2_017447		
OG0005558	XP_396085.3	Caust.v2_003309	XP_026673860.1	
OG0005559	XP_396194.3	Caust.v2_004619	XP_017888488.1	
OG0005560	XP_396233.3	Caust.v2_008439		XP_033334239.1
OG0005561	XP_396235.5	Caust.v2_013798	XP_017882098.1	
OG0005562	XP_396279.3	Caust.v2_019046		XP_033329409.1
OG0005563	XP_396320.3			XP_033333529.1, XP_033333530.1
OG0005564	XP_396388.5	Caust.v2_006477		XP_033340949.1
OG0005565	XP_396465.2	Caust.v2_003480	XP_017876203.1	
OG0005566	XP_396481.3			XP_033333280.1, XP_033333281.1
OG0005567	XP_396502.5	Caust.v2_015994, Caust.v2_016464		
OG0005568	XP_396525.2	Caust.v2_005481	XP_017888276.1	
OG0005569	XP_396596.1	Caust.v2_003838		XP_033334888.1
OG0005570	XP_396685.2	Caust.v2_002967		XP_033328378.1
OG0005571	XP_396720.2		XP_017879251.1	XP_033341848.1
OG0005572	XP_396750.5	Caust.v2_017511		XP_033336059.1
OG0005573	XP_396852.2	Caust.v2_009854	XP_017886881.1	
OG0005574	XP_396871.5	Caust.v2_020234		XP_033335023.1
OG0005575	XP_396873.2	Caust.v2_002887	XP_017878402.1	
OG0005576	XP_396906.3	Caust.v2_000018	XP_017880084.1	
OG0005577	XP_396925.4	Caust.v2_003449	XP_017893236.1	
OG0005578	XP_396960.2		XP_017889898.1	XP_033324661.1
OG0005579	XP_396963.2	Caust.v2_002326	XP_017886365.1	
OG0005580	XP_396967.4	Caust.v2_005483		XP_033340787.1
OG0005581	XP_397101.4	Caust.v2_003910		XP_033335244.1
OG0005582	XP_397138.5		XP_017883393.1, XP_017883394.1	
OG0005583	XP_397241.4		XP_017883684.1	XP_033338419.1
OG0005584	XP_397317.2	Caust.v2_006813		XP_033336053.1
OG0005585	XP_397351.4		XP_017877271.1	XP_033337606.1
OG0005586	XP_397355.2	Caust.v2_003101	XP_026668648.1	
OG0005587	XP_397413.3	Caust.v2_008045	XP_017885109.1	
OG0005588	XP_623081.1	Caust.v2_011873	XP_026675045.1	
OG0005589	XP_623084.1	Caust.v2_003608		XP_033329279.1
OG0005590	XP_623160.1	Caust.v2_003291	XP_017889407.1	
OG0005591	XP_623198.1	Caust.v2_021170	XP_017884275.1	
OG0005592	XP_623206.1	Caust.v2_007915		XP_033335202.1
OG0005593	XP_623255.1	Caust.v2_016392		XP_033326967.1
OG0005594	XP_623283.1		XP_017892760.1	XP_033329068.1
OG0005595	XP_623376.5	Caust.v2_001907	XP_026672384.1	
OG0005596	XP_623422.1	Caust.v2_020504	XP_017875134.1	
OG0005597	XP_623445.3	Caust.v2_006075		XP_033339354.1
OG0005598	XP_623484.1	Caust.v2_001620		XP_033322158.1
OG0005599	XP_623552.1		XP_017878083.2	XP_033322582.1
OG0005600	XP_623673.3		XP_017890477.1	XP_033342269.1
OG0005601	XP_623685.1	Caust.v2_000472		XP_033331996.1
OG0005602	XP_623717.4	Caust.v2_008616	XP_017882907.1	
OG0005603	XP_623727.2	Caust.v2_010060		XP_033336072.1
OG0005604	XP_623793.2		XP_026669653.1, XP_026669654.1	
OG0005605	XP_623794.1		XP_017891311.1	XP_033337277.1
OG0005606	XP_623800.3	Caust.v2_007115	XP_017878831.1	
OG0005607	XP_623809.3	Caust.v2_002405, Caust.v2_007806		
OG0005608	XP_623832.1		XP_017877168.1	XP_033338503.1
OG0005609	XP_623875.1	Caust.v2_005249		XP_033321493.1
OG0005610	XP_623880.1	Caust.v2_018616		XP_033322525.1
OG0005611	XP_623886.1		XP_017891922.1, XP_017891924.1	
OG0005612	XP_623891.2		XP_017879029.1	XP_033342697.1
OG0005613	XP_623936.2	Caust.v2_005341		XP_033323176.1
OG0005614	XP_624008.2		XP_017877293.1	XP_033333621.1
OG0005615	XP_624093.3			XP_033332208.1, XP_033332373.1
OG0005616	XP_624132.1		XP_026675169.1	XP_033339357.1
OG0005617	XP_624175.3		XP_017893472.1	XP_033331611.1
OG0005618	XP_624220.2	Caust.v2_016430		XP_033339799.1
OG0005619	XP_624221.1	Caust.v2_000083		XP_033337955.1
OG0005620	XP_624227.2	Caust.v2_006012		XP_033321166.1
OG0005621	XP_624228.1	Caust.v2_012525		XP_033339578.1
OG0005622	XP_624230.1		XP_017891167.1	XP_033341007.1
OG0005623	XP_624256.1			XP_033321340.1, XP_033321393.1
OG0005624	XP_624261.3	Caust.v2_005711	XP_017879172.1	
OG0005625	XP_624282.1	Caust.v2_009260		XP_033340131.1
OG0005626	XP_624301.1	Caust.v2_003103		XP_033342709.1
OG0005627	XP_624307.2	Caust.v2_007568		XP_033327049.1
OG0005628	XP_624325.2	Caust.v2_003011		XP_033331100.1
OG0005629	XP_624354.1	Caust.v2_021314	XP_017878188.1	
OG0005630	XP_624358.1		XP_026669870.1	XP_033339204.1
OG0005631	XP_624367.3	Caust.v2_008813, Caust.v2_008818		
OG0005632	XP_624373.2	Caust.v2_003041	XP_017878666.1	
OG0005633	XP_624378.1	Caust.v2_004274		XP_033334114.1
OG0005634	XP_624393.1	Caust.v2_008796	XP_017885921.1	
OG0005635	XP_624480.4	Caust.v2_001313		XP_033342618.1
OG0005636	XP_624552.1	Caust.v2_018021	XP_017881843.1	
OG0005637	XP_624553.4	Caust.v2_014863, Caust.v2_022572		
OG0005638	XP_624559.3	Caust.v2_019764	XP_017888606.1	
OG0005639	XP_624574.2	Caust.v2_007100	XP_026668585.1	
OG0005640	XP_624578.2			XP_033332917.1, XP_033332918.1
OG0005641	XP_624591.1	Caust.v2_021573	XP_017883996.1	
OG0005642	XP_624684.1	Caust.v2_021174	XP_017875164.1	
OG0005643	XP_624708.2			XP_033331304.1, XP_033340603.1
OG0005644	XP_624721.2	Caust.v2_014966		XP_033330977.1
OG0005645	XP_624764.3	Caust.v2_010085		XP_033322616.1
OG0005646	XP_624779.1		XP_017891651.1	XP_033339624.1
OG0005647	XP_624799.3	Caust.v2_005215		XP_033331970.1
OG0005648	XP_624811.3	Caust.v2_003045	XP_017876270.1	
OG0005649	XP_624816.1	Caust.v2_015664		XP_033340339.1
OG0005650	XP_624819.1	Caust.v2_008941	XP_026672907.1	
OG0005651	XP_624863.2		XP_026666898.1	XP_033333725.1
OG0005652	XP_624908.3	Caust.v2_002281		XP_033332846.1
OG0005653	XP_624936.3		XP_026667783.1	XP_033342959.1
OG0005654	XP_624961.2	Caust.v2_004405	XP_026668679.1	
OG0005655	XP_624995.5			XP_033325726.1, XP_033325727.1
OG0005656	XP_625001.2		XP_017877557.1	XP_033322836.1
OG0005657	XP_625005.1	Caust.v2_008507	XP_017891249.1	
OG0005658	XP_625080.1		XP_017888143.1	XP_033336567.1
OG0005659	XP_625092.3	Caust.v2_003852		XP_033342742.1
OG0005660	XP_625113.1	Caust.v2_006121		XP_033335801.1
OG0005661	XP_625125.2	Caust.v2_005733		XP_033341965.1
OG0005662	XP_625146.1	Caust.v2_021072		XP_033322546.1
OG0005663	XP_625148.1			XP_033342509.1, XP_033342510.1
OG0005664	XP_625181.4	Caust.v2_004805	XP_017887329.1	
OG0005665	XP_625183.2	Caust.v2_011402		XP_033327957.1
OG0005666	XP_625206.1	Caust.v2_001378		XP_033334980.1
OG0005667	XP_625209.1	Caust.v2_004378	XP_017875803.1	
OG0005668	XP_625230.3	Caust.v2_002415, Caust.v2_021176		
OG0005669	XP_625280.2	Caust.v2_014625	XP_017875593.1	
OG0005670		Caust.v2_010925	XP_017876085.1	XP_033323010.1
OG0005671		Caust.v2_010074, Caust.v2_017753		XP_033328782.1
OG0005672		Caust.v2_011726	XP_017877028.1	XP_033342015.1
OG0005673		Caust.v2_016187, Caust.v2_020630, Caust.v2_022562		
OG0005674		Caust.v2_013248, Caust.v2_016195, Caust.v2_019608		
OG0005675		Caust.v2_016273	XP_017875568.1, XP_026667178.1	
OG0005676		Caust.v2_014759, Caust.v2_016585, Caust.v2_017973		
OG0005677		Caust.v2_019909		XP_033340345.1, XP_033341144.1
OG0005678		Caust.v2_008465	XP_017878203.1	XP_033334180.1
OG0005679		Caust.v2_008492	XP_017885881.1	XP_033341077.1
OG0005680		Caust.v2_013159	XP_017881046.1	XP_033328857.1
OG0005681		Caust.v2_013166	XP_026669806.1	XP_033322967.1
OG0005682		Caust.v2_015786	XP_017886641.1	XP_033338698.1
OG0005683		Caust.v2_013561, Caust.v2_015798, Caust.v2_020191		
OG0005684		Caust.v2_004529, Caust.v2_018534, Caust.v2_022743		
OG0005685		Caust.v2_004542	XP_017886820.1	XP_033332425.1
OG0005686		Caust.v2_004566	XP_017886249.1, XP_017886267.1	
OG0005687		Caust.v2_016588, Caust.v2_021887, Caust.v2_022521		
OG0005688		Caust.v2_011538, Caust.v2_019290, Caust.v2_020123		
OG0005689		Caust.v2_009095	XP_017876874.1	XP_033342058.1
OG0005690		Caust.v2_001800, Caust.v2_006080, Caust.v2_009111		
OG0005691		Caust.v2_018805, Caust.v2_019941, Caust.v2_022370		
OG0005692		Caust.v2_013059, Caust.v2_017803		XP_033326850.1
OG0005693		Caust.v2_020093, Caust.v2_022595, Caust.v2_022684		
OG0005694		Caust.v2_012159, Caust.v2_016726, Caust.v2_022024		
OG0005695		Caust.v2_009633	XP_017876174.2	XP_033325418.1
OG0005696		Caust.v2_009640, Caust.v2_021499	XP_026673665.1	
OG0005697		Caust.v2_009204, Caust.v2_020766, Caust.v2_022236		
OG0005698		Caust.v2_014002, Caust.v2_018482		XP_033332359.1
OG0005699		Caust.v2_013992, Caust.v2_013993, Caust.v2_020856		
OG0005700		Caust.v2_004463, Caust.v2_014275		XP_033336755.1
OG0005701		Caust.v2_014281, Caust.v2_017898, Caust.v2_017900		
OG0005702		Caust.v2_014278	XP_017877800.1	XP_033337079.1
OG0005703		Caust.v2_006979, Caust.v2_012402, Caust.v2_022086		
OG0005704		Caust.v2_008814, Caust.v2_013085		XP_033325663.1
OG0005705		Caust.v2_008815, Caust.v2_013086		XP_033325788.1
OG0005706		Caust.v2_011088	XP_017891609.2	XP_033339441.1
OG0005707		Caust.v2_011071, Caust.v2_022669, Caust.v2_022671		
OG0005708		Caust.v2_017937, Caust.v2_018767, Caust.v2_020169		
OG0005709		Caust.v2_017169	XP_017875100.1	XP_033329075.1
OG0005710		Caust.v2_012580, Caust.v2_019396, Caust.v2_021240		
OG0005711		Caust.v2_016523, Caust.v2_018541, Caust.v2_022627		
OG0005712		Caust.v2_017552, Caust.v2_020950, Caust.v2_022592		
OG0005713		Caust.v2_013690	XP_017893036.1	XP_033322776.1
OG0005714		Caust.v2_013693	XP_026666531.1	XP_033322762.1
OG0005715		Caust.v2_001163, Caust.v2_015952, Caust.v2_020398		
OG0005716		Caust.v2_001162, Caust.v2_015949, Caust.v2_015951		
OG0005717		Caust.v2_012880, Caust.v2_022035, Caust.v2_022206		
OG0005718		Caust.v2_009072, Caust.v2_021771		XP_033333488.1
OG0005719		Caust.v2_018554, Caust.v2_020389, Caust.v2_021067		
OG0005720		Caust.v2_018233	XP_017892664.2	XP_033332284.1
OG0005721		Caust.v2_012620, Caust.v2_015030	XP_017882416.1	
OG0005722		Caust.v2_015728, Caust.v2_019228, Caust.v2_022742		
OG0005723		Caust.v2_014151, Caust.v2_016484		XP_033320816.1
OG0005724		Caust.v2_013821	XP_026668953.1	XP_033329522.1
OG0005725		Caust.v2_013379, Caust.v2_018163, Caust.v2_018164		
OG0005726		Caust.v2_012875	XP_017878622.1	XP_033323732.1
OG0005727		Caust.v2_012870, Caust.v2_018798, Caust.v2_019907		
OG0005728		Caust.v2_011640, Caust.v2_014425	XP_017877117.1	
OG0005729		Caust.v2_011641, Caust.v2_014424	XP_017877116.1	
OG0005730		Caust.v2_018563, Caust.v2_021172	XP_017875038.1	
OG0005731		Caust.v2_011925	XP_017877957.1	XP_033336898.1
OG0005732		Caust.v2_011929	XP_017878808.1	XP_033326960.1
OG0005733		Caust.v2_007126		XP_033324059.1, XP_033324060.1
OG0005734		Caust.v2_007129	XP_017893500.2	XP_033326398.1
OG0005735		Caust.v2_007134, Caust.v2_018145		XP_033331482.1
OG0005736		Caust.v2_007154	XP_017892016.1	XP_033325393.1
OG0005737		Caust.v2_019235, Caust.v2_021002	XP_026667701.1	
OG0005738		Caust.v2_005157, Caust.v2_005158, Caust.v2_022030		
OG0005739		Caust.v2_005172	XP_017883902.1	XP_033331518.1
OG0005740		Caust.v2_014061, Caust.v2_021621, Caust.v2_021667		
OG0005741		Caust.v2_008353, Caust.v2_019769, Caust.v2_019778		
OG0005742		Caust.v2_011247	XP_017879414.1	XP_033339382.1
OG0005743		Caust.v2_018940, Caust.v2_019521, Caust.v2_020486		
OG0005744		Caust.v2_009921		XP_033340547.1, XP_033340548.1
OG0005745		Caust.v2_009927	XP_026667598.1, XP_026667599.1	
OG0005746		Caust.v2_009930	XP_017876722.1	XP_033325678.1
OG0005747		Caust.v2_009935	XP_017876635.1	XP_033325762.1
OG0005748		Caust.v2_006150, Caust.v2_009947, Caust.v2_021540		
OG0005749		Caust.v2_019311, Caust.v2_019312, Caust.v2_019410		
OG0005750		Caust.v2_002226, Caust.v2_002227, Caust.v2_020986		
OG0005751		Caust.v2_007735	XP_026675568.1	XP_033326844.1
OG0005752		Caust.v2_007744	XP_026670722.1	XP_033326224.1
OG0005753		Caust.v2_012341, Caust.v2_012342, Caust.v2_016227		
OG0005754		Caust.v2_003939, Caust.v2_003940, Caust.v2_017857		
OG0005755		Caust.v2_013911, Caust.v2_017860, Caust.v2_019125		
OG0005756		Caust.v2_007485	XP_026669752.1	XP_033321729.1
OG0005757		Caust.v2_007505, Caust.v2_007513		XP_033333675.1
OG0005758		Caust.v2_004821, Caust.v2_007518		XP_033333666.1
OG0005759		Caust.v2_014888	XP_017885357.1	XP_033334689.1
OG0005760		Caust.v2_007698, Caust.v2_021941		XP_033335591.1
OG0005761		Caust.v2_006536, Caust.v2_021160		XP_033328241.1
OG0005762		Caust.v2_006848	XP_017879041.1	XP_033335086.1
OG0005763		Caust.v2_006855		XP_033328614.1, XP_033339819.1
OG0005764		Caust.v2_006876		XP_033341162.1, XP_033341165.1
OG0005765		Caust.v2_006880	XP_026669708.1	XP_033320757.1
OG0005766		Caust.v2_006862	XP_017880423.1	XP_033328699.1
OG0005767		Caust.v2_007930	XP_017886996.1	XP_033324490.1
OG0005768		Caust.v2_007941	XP_017886303.1	XP_033326710.1
OG0005769		Caust.v2_006054, Caust.v2_022694	XP_026670075.1	
OG0005770		Caust.v2_006071	XP_017883984.1	XP_033339342.1
OG0005771		Caust.v2_005340	XP_017875263.1	XP_033323109.1
OG0005772		Caust.v2_005380, Caust.v2_020642		XP_033323116.1
OG0005773		Caust.v2_012954, Caust.v2_014341		XP_033339726.1
OG0005774		Caust.v2_008864, Caust.v2_012960, Caust.v2_014347		
OG0005775		Caust.v2_005103	XP_026672355.1, XP_026672356.1	
OG0005776		Caust.v2_005114	XP_017885828.1	XP_033322990.1
OG0005777		Caust.v2_005106, Caust.v2_017219, Caust.v2_017220		
OG0005778		Caust.v2_019422	XP_026671710.1	XP_033336264.1
OG0005779		Caust.v2_003484, Caust.v2_020119, Caust.v2_020293		
OG0005780		Caust.v2_015066	XP_017890927.1	XP_033322887.1
OG0005781		Caust.v2_006808, Caust.v2_020256		XP_033335885.1
OG0005782		Caust.v2_010279, Caust.v2_020007		XP_033336219.1
OG0005783		Caust.v2_005297	XP_017885076.1	XP_033323484.1
OG0005784		Caust.v2_005321		XP_033320855.1, XP_033342084.1
OG0005785		Caust.v2_005333	XP_017886525.1	XP_033323531.1
OG0005786		Caust.v2_003010, Caust.v2_004718, Caust.v2_013441		
OG0005787		Caust.v2_013435	XP_026670938.1	XP_033333210.1
OG0005788		Caust.v2_005279	XP_017890930.2	XP_033321575.1
OG0005789		Caust.v2_005281	XP_017890623.2	XP_033321579.1
OG0005790		Caust.v2_005270	XP_017884361.1	XP_033321528.1
OG0005791		Caust.v2_004427, Caust.v2_021542, Caust.v2_022417		
OG0005792		Caust.v2_018528, Caust.v2_021087, Caust.v2_021841		
OG0005793		Caust.v2_014974		XP_033324027.1, XP_033324035.1
OG0005794		Caust.v2_020954	XP_026675259.1, XP_026675260.1	
OG0005795		Caust.v2_009303	XP_017889336.1	XP_033341334.1
OG0005796		Caust.v2_009269, Caust.v2_018371	XP_026674040.1	
OG0005797		Caust.v2_014312	XP_017880189.1	XP_033338451.1
OG0005798		Caust.v2_008290, Caust.v2_018890, Caust.v2_019191		
OG0005799		Caust.v2_008291, Caust.v2_018891, Caust.v2_019190		
OG0005800		Caust.v2_005944, Caust.v2_017776		XP_033331048.1
OG0005801		Caust.v2_012673	XP_017886958.1	XP_033327762.1
OG0005802		Caust.v2_017065	XP_026675321.1	XP_033336304.1
OG0005803		Caust.v2_009168, Caust.v2_016491, Caust.v2_021292		
OG0005804		Caust.v2_008501	XP_017891040.1	XP_033333138.1
OG0005805		Caust.v2_008511	XP_017891206.1, XP_026674748.1	
OG0005806		Caust.v2_017607, Caust.v2_020144, Caust.v2_021305		
OG0005807		Caust.v2_017444, Caust.v2_018880, Caust.v2_021095		
OG0005808		Caust.v2_005910, Caust.v2_018635		XP_033328571.1
OG0005809		Caust.v2_005058, Caust.v2_020911, Caust.v2_022126		
OG0005810		Caust.v2_022197	XP_017884582.1	XP_033330892.1
OG0005811		Caust.v2_020201	XP_017878111.1	XP_033322262.1
OG0005812		Caust.v2_009333, Caust.v2_021140, Caust.v2_022148		
OG0005813		Caust.v2_017527, Caust.v2_021950, Caust.v2_022724		
OG0005814		Caust.v2_014538, Caust.v2_018975, Caust.v2_019319		
OG0005815		Caust.v2_014534, Caust.v2_018974, Caust.v2_019320		
OG0005816		Caust.v2_013258	XP_017892439.1	XP_033340992.1
OG0005817		Caust.v2_013265, Caust.v2_019747		XP_033340897.1
OG0005818		Caust.v2_008686	XP_026670786.1	XP_033330591.1
OG0005819		Caust.v2_008696	XP_017882911.1	XP_033334428.1
OG0005820		Caust.v2_019622, Caust.v2_019628		XP_033339075.1
OG0005821		Caust.v2_006347	XP_017880906.1	XP_033333684.1
OG0005822		Caust.v2_006359	XP_017886683.1	XP_033321809.1
OG0005823		Caust.v2_006377	XP_017885408.1	XP_033321652.1
OG0005824		Caust.v2_006351	XP_026672831.1	XP_033321785.1
OG0005825		Caust.v2_006384	XP_017884840.1, XP_026672452.1	
OG0005826		Caust.v2_007528, Caust.v2_020623		XP_033340596.1
OG0005827		Caust.v2_018456, Caust.v2_019666, Caust.v2_022324		
OG0005828		Caust.v2_008716	XP_017893239.1	XP_033332945.1
OG0005829		Caust.v2_001195	XP_026667929.1	XP_033328474.1
OG0005830		Caust.v2_001220	XP_017888035.2	XP_033331297.1
OG0005831		Caust.v2_001219	XP_026673299.1	XP_033339863.1
OG0005832		Caust.v2_001236		XP_033326558.1, XP_033337540.1
OG0005833		Caust.v2_001249, Caust.v2_003873	XP_017876050.1	
OG0005834		Caust.v2_001239	XP_017878845.1	XP_033333011.1
OG0005835		Caust.v2_001264	XP_026668187.1	XP_033335009.1
OG0005836		Caust.v2_001329	XP_017879988.1	XP_033342823.1
OG0005837		Caust.v2_001338	XP_017880003.1	XP_033342841.1
OG0005838		Caust.v2_001347	XP_017880000.1	XP_033342950.1
OG0005839		Caust.v2_001367	XP_017886242.1	XP_033330602.1
OG0005840		Caust.v2_001374	XP_017886253.1	XP_033342146.1
OG0005841		Caust.v2_001381	XP_017882156.1	XP_033342476.1
OG0005842		Caust.v2_001402	XP_017878672.1	XP_033327286.1
OG0005843		Caust.v2_021560	XP_026666953.1, XP_026670726.1	
OG0005844		Caust.v2_021595	XP_017875016.1	XP_033333769.1
OG0005845		Caust.v2_017618	XP_017892561.1	XP_033335470.1
OG0005846		Caust.v2_017619	XP_026673856.1	XP_033335308.1
OG0005847		Caust.v2_011153, Caust.v2_013950		XP_033324139.1
OG0005848		Caust.v2_017221	XP_026672290.1	XP_033340343.1
OG0005849		Caust.v2_012471	XP_017891043.1	XP_033339306.1
OG0005850		Caust.v2_004499, Caust.v2_018384		XP_033333688.1
OG0005851		Caust.v2_010734	XP_026667960.1, XP_026667961.1	
OG0005852		Caust.v2_010737	XP_017891753.1	XP_033329932.1
OG0005853		Caust.v2_010745	XP_017893083.1	XP_033337433.1
OG0005854		Caust.v2_003539, Caust.v2_003542, Caust.v2_020244		
OG0005855		Caust.v2_011658	XP_017891172.1	XP_033341008.1
OG0005856		Caust.v2_011669, Caust.v2_018394		XP_033322774.1
OG0005857		Caust.v2_005747		XP_033335171.1, XP_033335181.1
OG0005858		Caust.v2_005754	XP_017891681.1	XP_033326962.1
OG0005859		Caust.v2_005748, Caust.v2_021903		XP_033335172.1
OG0005860		Caust.v2_005750	XP_017881747.1	XP_033335175.1
OG0005861		Caust.v2_005764	XP_017891682.1	XP_033336914.1
OG0005862		Caust.v2_005782	XP_026668535.1	XP_033338125.1
OG0005863		Caust.v2_005779, Caust.v2_019662	XP_026672061.1	
OG0005864		Caust.v2_016563	XP_017875297.1	XP_033338890.1
OG0005865		Caust.v2_019109, Caust.v2_020848, Caust.v2_021237		
OG0005866		Caust.v2_013183, Caust.v2_013184, Caust.v2_020331		
OG0005867		Caust.v2_022293	XP_017875416.1	XP_033336629.1
OG0005868		Caust.v2_014960, Caust.v2_015761		XP_033331826.1
OG0005869		Caust.v2_011275	XP_026669456.1	XP_033321394.1
OG0005870		Caust.v2_011288	XP_026673884.1	XP_033332393.1
OG0005871		Caust.v2_011289	XP_026673878.1	XP_033332381.1
OG0005872		Caust.v2_011277	XP_017880414.1	XP_033321341.1
OG0005873		Caust.v2_001825, Caust.v2_020383		XP_033321790.1
OG0005874		Caust.v2_001824, Caust.v2_020384, Caust.v2_021984		
OG0005875		Caust.v2_004321	XP_017883551.1	XP_033324151.1
OG0005876		Caust.v2_004371, Caust.v2_021876		XP_033328079.1
OG0005877		Caust.v2_004376		XP_033334034.1, XP_033334035.1
OG0005878		Caust.v2_004353	XP_017879478.1, XP_026669063.1	
OG0005879		Caust.v2_004369, Caust.v2_006708		XP_033328068.1
OG0005880		Caust.v2_004372	XP_017879601.1	XP_033328059.1
OG0005881		Caust.v2_017427	XP_017875531.1	XP_033335959.1
OG0005882		Caust.v2_016558, Caust.v2_017429, Caust.v2_020884		
OG0005883		Caust.v2_017430	XP_026667110.1	XP_033336693.1
OG0005884		Caust.v2_021833, Caust.v2_022624	XP_017875752.1	
OG0005885		Caust.v2_010443		XP_033334013.1, XP_033334016.1
OG0005886		Caust.v2_010431		XP_033329520.1, XP_033329541.1
OG0005887		Caust.v2_009495, Caust.v2_010451, Caust.v2_020790		
OG0005888		Caust.v2_013781	XP_017881510.1	XP_033340775.1
OG0005889		Caust.v2_018335, Caust.v2_018809, Caust.v2_022084		
OG0005890		Caust.v2_015204, Caust.v2_020458, Caust.v2_021538		
OG0005891		Caust.v2_012107	XP_017882283.1	XP_033336590.1
OG0005892		Caust.v2_012112, Caust.v2_014991		XP_033336587.1
OG0005893		Caust.v2_010168	XP_017891516.1	XP_033340380.1
OG0005894		Caust.v2_000414, Caust.v2_000590, Caust.v2_009777		
